,zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,imgSrc,hasImage,detailUrl,statusType,statusText,price,priceLabel,address,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,visited,info2String,timeOnZillow,latLong.latitude,latLong.longitude,variableData.type,variableData.text,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.dateSold,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.timeOnZillow,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,minBeds,minBaths,minArea,lotId,buildingName,buildingId,isBuilding,canSaveBuilding,unitCount,hdpData.homeInfo.unit,availabilityDate,isR4R,hdpData.homeInfo.isRentalWithBasePrice,hdpData.homeInfo.rentalMarketingSubType,info3String,plid,hdpData.homeInfo.listing_sub_type.is_FSBA,hdpData.homeInfo.videoCount,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceReduction,hdpData.homeInfo.priceChange,streetViewURL,streetViewMetadataURL,lotAreaString
10,,,,https://photos.zillowstatic.com/fp/310a7ba47e47260ddb27e784b80eeac5-p_e.jpg,True,/b/9200-greenwood-ave-n-seattle-wa-5Xqgsw/,SOLD,Maison,,,"9200 Greenwood Ave N, Seattle, WA",,,,,,,,,True,,False,False,False,False,,False,,,157508000,47.696316,-122.35494,3D_HOME,3D Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,594.0,1002097869.0,Maison,47.696316--122.35494,True,False,3.0,,,,,,,,,,,,,,,
11,,,,https://photos.zillowstatic.com/fp/8def76bde48bb7ef27b2c36e3eef0922-p_e.jpg,True,/b/939-n-101st-st-seattle-wa-5XyjNb/,SOLD,For Rent,,,"939 N 101st St, Seattle, WA",,,,,,,,,False,,False,False,False,False,,False,,,157508000,47.701942,-122.34553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,683.0,1002925022.0,,47.701942--122.34553,True,True,4.0,,,,,,,,,,,,,,,
12,129021709,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/1fe914648814be876e0af0b849a8daaa-p_e.jpg,True,/homedetails/3211-W-Lynn-St-Seattle-WA-98199/129021709_zpid/,SOLD,Sold,$1.55M,$1.55M,"3211 W Lynn Street, Seattle, WA 98199",2.0,4.0,2814.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Listing provided by NWMLS,157508000,47.63899,-122.39901,RECENTLY_SOLD,Sold 03/04/2024,129021709.0,3211 W Lynn Street,98199,Seattle,WA,47.63899,-122.39901,1550000.0,1709539200000.0,4.0,2.0,2814.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,1574500.0,4935.0,False,False,RECENTLY_SOLD,1550000.0,157508000.0,True,False,False,USD,USA,1115000.0,1428.768,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,https://photos.zillowstatic.com/fp/8953691ed524e1f221452848d1d9c41e-p_e.jpg,True,"/b/building/47.54358,-122.3769_ll/",SOLD,For Rent,,,"6537 D 35th Ave SW, Seattle, WA",,,,,,,,,False,,False,False,False,False,,False,,,157508000,47.54358,-122.3769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1581.0,,,47.54358--122.3769,True,False,5.0,,,,,,,,,,,,,,,
14,340830801,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/60483d43b7752fcae79fb478e30ea62c-p_e.jpg,True,/homedetails/2510-6th-Ave-UNIT-1307-Seattle-WA-98121/340830801_zpid/,SOLD,Sold,"$496,000",$496K,"2510 6th Avenue UNIT 1307, Seattle, WA 98121",1.0,1.0,564.0,False,False,RecentlySold,Unknown Listed By,False,True,False,False,True,False,False,,False,False,Listing provided by NWMLS,157508000,47.618324,-122.344505,RECENTLY_SOLD,Sold 03/04/2024,340830801.0,2510 6th Avenue UNIT 1307,98121,Seattle,WA,47.618324,-122.344505,496000.0,1709539200000.0,1.0,1.0,564.0,CONDO,RECENTLY_SOLD,-1.0,False,False,,,False,False,RECENTLY_SOLD,496000.0,157508000.0,True,False,False,USD,USA,,,,False,,,,,,,,,,Unit 1307,,,,,,,,,,,,,,
15,2052880367,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/01bf5033183feea98a91fc6648f60383-p_e.jpg,True,/homedetails/9720-Lindsay-Pl-S-P-Seattle-WA-98118/2052880367_zpid/,SOLD,Sold,"$899,950",$900K,"9720 Lindsay Place S UNIT P, Seattle, WA 98118",3.0,4.0,1850.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Listing provided by NWMLS,157508000,47.514297,-122.262985,RECENTLY_SOLD,Sold 03/04/2024,2052880367.0,9720 Lindsay Place S UNIT P,98118,Seattle,WA,47.514297,-122.262985,899950.0,1709539200000.0,4.0,3.0,1850.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,901500.0,3249.0,False,False,RECENTLY_SOLD,899950.0,157508000.0,True,False,False,USD,USA,,2713.788,sqft,False,,,,,,,,,,# P,,,,,,,,,,,,,,
16,,,,https://photos.zillowstatic.com/fp/6b01a79dc6a3f781826ad786495b660b-p_e.jpg,True,/b/8344-b-nc-seattle-wa-CcnQdt/,SOLD,Willow,,,"8344 B Nc 2 13th Ave NW, Seattle, WA",,,,,,,,,True,,False,False,False,False,,False,,,157508000,47.690052,-122.37238,3D_HOME,3D Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1807.0,2719741515.0,Willow,47.690052--122.37238,True,False,5.0,,,,,,,,,,,,,,,
17,2053963251,RecentlySold,Non Owner Occupied,https://photos.zillowstatic.com/fp/d7ac8538603c5cadedd6596b73676f40-p_e.jpg,True,/homedetails/8040-B-16th-Ave-NW-Seattle-WA-98117/2053963251_zpid/,SOLD,Sold,"$735,000",$735K,"8040 B 16th Ave NW, Seattle, WA 98117",3.0,3.0,1463.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Listing provided by NWMLS,157508000,47.68835,-122.38101,,,2053963251.0,8040 B 16th Ave NW,98117,Seattle,WA,47.68835,-122.38101,735000.0,1709539200000.0,3.0,3.0,1463.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,742000.0,3495.0,False,False,FOR_RENT,1550.0,157508000.0,True,False,False,USD,USA,,771.012,sqft,False,,,,,,,,,,,2024-03-16 00:00:00,True,False,room,,,,,,,,,,
18,2054348715,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/45acaa15975ab400cf877279e7049f77-p_e.jpg,True,/homedetails/1108-33rd-Ave-C-Seattle-WA-98122/2054348715_zpid/,SOLD,Sold,"$654,000",$654K,"1108 33rd Avenue UNIT C, Seattle, WA 98122",2.0,2.0,1193.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Listing provided by NWMLS,157508000,47.612057,-122.29018,RECENTLY_SOLD,Sold 03/04/2024,2054348715.0,1108 33rd Avenue UNIT C,98122,Seattle,WA,47.612057,-122.29018,654000.0,1709539200000.0,2.0,2.0,1193.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,656400.0,3099.0,False,False,RECENTLY_SOLD,654000.0,157508000.0,True,False,False,USD,USA,,622.908,sqft,False,,,,,,,,,,# C,,,,,,,,,,,,,,
19,2055314818,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/6fd7a46cb07a1cb84bd4f69e3301351f-p_e.jpg,True,/homedetails/9017-12th-Ave-NW-Seattle-WA-98117/2055314818_zpid/,SOLD,Sold,"$884,900",$885K,"9017 12th Avenue NW, Seattle, WA 98117",3.0,2.0,1550.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Listing provided by NWMLS,157508000,47.694653,-122.371635,RECENTLY_SOLD,Sold 03/04/2024,2055314818.0,9017 12th Avenue NW,98117,Seattle,WA,47.694653,-122.371635,884900.0,1709539200000.0,2.0,3.0,1550.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,,3294.0,False,False,RECENTLY_SOLD,884900.0,157508000.0,True,False,False,USD,USA,730000.0,1341.648,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,https://photos.zillowstatic.com/fp/0f7ce2e5cf5cc25e11a0ab81fdce0690-p_e.jpg,True,/b/2000-w-barrett-st-seattle-wa-5Xw6vh/,SOLD,Barrett Condominium,,,"2000 W Barrett St, Seattle, WA",,,,,,,,,True,,False,False,False,False,,False,,,416708000,47.64688,-122.38242,3D_HOME,3D Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,718.0,1002616572.0,Barrett Condominium,47.64688--122.38242,True,False,9.0,,,,,,,,,,,,,,,
21,,,,https://photos.zillowstatic.com/fp/3fe9ea578ebeb731a6b46b49b727022c-p_e.jpg,True,/b/belltown-court-seattle-wa-5XmvMW/,SOLD,Belltown Court Condominium,,,"2414 1st Ave, Seattle, WA",,,,,,,,,False,,False,False,False,False,,False,,,416708000,47.614735,-122.34787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,466.0,1001770088.0,Belltown Court Condominium,47.614735--122.34787,True,False,56.0,,,,,,https://photos.zillowstatic.com/fp/033de87a0051f29108423257c615e0b5-zillow_web_inf_14.jpg,,,,,,,,,
22,48688646,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/0bfbcfde9c87357e2ff69da5f5a890bf-p_e.jpg,True,/homedetails/9823-57th-Ave-S-Seattle-WA-98118/48688646_zpid/,SOLD,Sold,"$680,000",$680K,"9823 57th Avenue S, Seattle, WA 98118",3.0,2.0,1340.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,Listing provided by NWMLS,416708000,47.512558,-122.26238,RECENTLY_SOLD,Sold 03/01/2024,48688646.0,9823 57th Avenue S,98118,Seattle,WA,47.512558,-122.26238,680000.0,1709280000000.0,2.0,3.0,1340.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,678300.0,2795.0,False,False,RECENTLY_SOLD,680000.0,416708000.0,True,False,False,USD,USA,562000.0,3998.808,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,
23,48746700,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/255819b95a3a060a647e89a3bb5f87ca-p_e.jpg,True,/homedetails/612-NW-73rd-St-Seattle-WA-98117/48746700_zpid/,SOLD,Sold,$1.21M,$1.21M,"612 NW 73rd Street, Seattle, WA 98117",3.0,3.0,1810.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,Listing provided by NWMLS,416708000,47.682003,-122.364006,RECENTLY_SOLD,Sold 03/01/2024,48746700.0,612 NW 73rd Street,98117,Seattle,WA,47.682003,-122.364006,1205000.0,1709280000000.0,3.0,3.0,1810.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1235700.0,3798.0,False,False,RECENTLY_SOLD,1205000.0,416708000.0,True,False,False,USD,USA,1058000.0,3001.284,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,
24,48748047,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/1baf20ddac10e475070a1bdd16a64c46-p_e.jpg,True,/homedetails/7811-Greenwood-Ave-N-Seattle-WA-98103/48748047_zpid/,SOLD,Sold,"$600,000",$600K,"7811 Greenwood Avenue N, Seattle, WA 98103",3.0,2.0,2320.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Listing provided by NWMLS,416708000,47.6859,-122.35569,RECENTLY_SOLD,Sold 03/01/2024,48748047.0,7811 Greenwood Avenue N,98103,Seattle,WA,47.6859,-122.35569,600000.0,1709280000000.0,2.0,3.0,2320.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,702500.0,4400.0,False,False,RECENTLY_SOLD,600000.0,416708000.0,True,False,False,USD,USA,1024000.0,4730.616,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,
25,48766372,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/458890b699ecaeaef9f2ee6cf618fde7-p_e.jpg,True,/homedetails/10049-35th-Ave-SW-Seattle-WA-98146/48766372_zpid/,SOLD,Sold,"$620,000",$620K,"10049 35th Avenue SW, Seattle, WA 98146",2.0,2.0,820.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Listing provided by NWMLS,416708000,47.51227,-122.37661,RECENTLY_SOLD,Sold 03/01/2024,48766372.0,10049 35th Avenue SW,98146,Seattle,WA,47.51227,-122.37661,620000.0,1709280000000.0,2.0,2.0,820.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,,2299.0,False,False,RECENTLY_SOLD,620000.0,416708000.0,True,False,False,USD,USA,485000.0,9282.636,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,https://photos.zillowstatic.com/fp/ee10694d8a2c1355637f5f31c4aecef7-p_e.jpg,True,/b/exeter-court-seattle-wa-5jF2jq/,SOLD,For Rent,,,"12549 Roosevelt Way NE, Seattle, WA",,,,,,,,,False,,False,False,False,False,,False,,,416708000,47.720375,-122.31998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,1630.0,1050489676.0,,47.720375--122.31998,True,True,2.0,,,,,,,3pmggw4r8g895,,,,,,,,
27,48828150,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/3fcbee5be446ff5994453b6a027d932d-p_e.jpg,True,/homedetails/6950-Fauntleroy-Way-SW-Seattle-WA-98136/48828150_zpid/,SOLD,Sold,$1.20M,$1.20M,"6950 Fauntleroy Way SW, Seattle, WA 98136",3.0,3.0,2458.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,Listing provided by NWMLS,416708000,47.541283,-122.389755,RECENTLY_SOLD,Sold 03/01/2024,48828150.0,6950 Fauntleroy Way SW,98136,Seattle,WA,47.541283,-122.389755,1200000.0,1709280000000.0,3.0,3.0,2458.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1131800.0,4395.0,False,False,RECENTLY_SOLD,1200000.0,416708000.0,True,False,False,USD,USA,915000.0,7021.872,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,https://photos.zillowstatic.com/fp/3341105484f56cbcb3873a815360a460-p_e.jpg,True,/b/303-n-44th-st-seattle-wa-5YWG5r/,SOLD,Greenwood West Condominium,,,"303 N 44th St, Seattle, WA",,,,,,,,,False,,False,False,False,False,,False,,,416708000,47.660004,-122.35511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,660.0,1006045599.0,Greenwood West Condominium,47.660004--122.35511,True,False,3.0,,,,,,,,,,,,,,,
29,48844785,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/f2cfee9262edba9128aee2335f74bf86-p_e.jpg,True,/homedetails/3017-15th-Ave-S-Seattle-WA-98144/48844785_zpid/,SOLD,Sold,"$828,500",$829K,"3017 15th Avenue S, Seattle, WA 98144",4.0,2.0,1300.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,Listing provided by NWMLS,416708000,47.576267,-122.31367,RECENTLY_SOLD,Sold 03/01/2024,48844785.0,3017 15th Avenue S,98144,Seattle,WA,47.576267,-122.31367,828500.0,1709280000000.0,2.0,4.0,1300.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,,3150.0,False,False,RECENTLY_SOLD,828500.0,416708000.0,True,False,False,USD,USA,706000.0,3179.88,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,
