,imgSrc,hasImage,detailUrl,statusType,statusText,price,address,minBeds,minBaths,minArea,lotId,buildingId,isBuilding,canSaveBuilding,has3DModel,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,timeOnZillow,unitCount,latLong.latitude,latLong.longitude,zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,priceLabel,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,hasVideo,visited,info1String,brokerName,variableData.type,variableData.text,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.dateSold,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,streetViewURL,streetViewMetadataURL,hdpData.homeInfo.timeOnZillow,hdpData.homeInfo.unit,plid,badgeInfo.type,badgeInfo.text,hdpData.homeInfo.videoCount,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceReduction,hdpData.homeInfo.priceChange,lotAreaString,hdpData.homeInfo.isRentalWithBasePrice
10,https://photos.zillowstatic.com/fp/6984106a4b3a99bd2deff483bd714f64-p_e.jpg,True,/homedetails/6259-W-Peterson-Ave-Chicago-IL-60646/2118070126_zpid/,SOLD,Closed,"$460,000","6259 W Peterson Ave, Chicago, IL 60646",,,,,,,,False,False,True,False,False,,False,,,41.989876,-87.78499,2118070126,RecentlySold,RecentChange,$460K,5.0,3.0,,False,False,RecentlySold,Unknown Listed By,False,False,False,MLS ID #11798297,USA Realty Group Inc,RECENTLY_SOLD,Sold 03/05/2024,2118070126.0,6259 W Peterson Ave,60646,Chicago,IL,41.989876,-87.78499,460000.0,1709625600000.0,3.0,5.0,,MULTI_FAMILY,RECENTLY_SOLD,-1.0,False,False,464900.0,2919.0,False,False,RECENTLY_SOLD,460000.0,True,False,False,USD,USA,,,,False,,,,,,,,,,,,,
11,https://photos.zillowstatic.com/fp/c309fa7451dfb9faa91ec6a4fb40da60-p_e.jpg,True,/homedetails/7046-S-Normal-Blvd-Chicago-IL-60621/2141045999_zpid/,SOLD,Closed,"$140,000","7046 S Normal Blvd, Chicago, IL 60621",,,,,,,,False,False,True,False,False,,False,,,41.765717,-87.637505,2141045999,RecentlySold,RecentChange,$140K,8.0,3.0,,False,False,RecentlySold,Unknown Listed By,False,False,False,MLS ID #11952136,Anthony J.Trotto Real Estate,RECENTLY_SOLD,Sold 03/05/2024,2141045999.0,7046 S Normal Blvd,60621,Chicago,IL,41.765717,-87.637505,140000.0,1709625600000.0,3.0,8.0,,MULTI_FAMILY,RECENTLY_SOLD,-1.0,False,False,87900.0,522.0,False,False,RECENTLY_SOLD,140000.0,True,False,False,USD,USA,,3920.4,sqft,False,,,,,,,,,,,,,
12,https://photos.zillowstatic.com/fp/ffe14f0bf63e92cc4be620efc2e988b0-p_e.jpg,True,/homedetails/6219-N-Maplewood-Ave-Chicago-IL-60659/3618685_zpid/,SOLD,Closed,"$360,001","6219 N Maplewood Ave, Chicago, IL 60659",,,,,,,,False,False,True,False,False,,False,,,41.99464,-87.6931,3618685,RecentlySold,RecentChange,$360K,3.0,1.0,2000.0,False,False,RecentlySold,Unknown Listed By,False,False,False,MLS ID #11963178,Compass,RECENTLY_SOLD,Sold 03/04/2024,3618685.0,6219 N Maplewood Ave,60659,Chicago,IL,41.99464,-87.6931,360001.0,1709539200000.0,1.0,3.0,2000.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,340600.0,2585.0,False,False,RECENTLY_SOLD,360001.0,True,False,False,USD,USA,320040.0,4125.0,sqft,False,,,,,,,,,,,,,
13,https://photos.zillowstatic.com/fp/2a27c83902e6e2ce924504d9167ed5c1-p_e.jpg,True,/b/5971-n-northwest-hwy-chicago-il-9sZS/,SOLD,For Rent,,"5971 N Northwest Hwy, Chicago, IL",2.0,2.0,1200.0,925779.0,41.989773--87.793785,True,False,False,False,False,False,False,,False,157492000.0,2.0,41.989773,-87.793785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,https://photos.zillowstatic.com/fp/d426cecce3c2d8b76aa81bbf025ed9b9-p_e.jpg,True,/homedetails/5087-N-Kimberly-Ave-Chicago-IL-60630/3638836_zpid/,SOLD,Closed,"$750,000","5087 N Kimberly Ave, Chicago, IL 60630",,,,,,,,False,False,True,False,False,,False,,,41.97312,-87.743034,3638836,RecentlySold,RecentChange,$750K,4.0,4.0,2280.0,False,False,RecentlySold,Unknown Listed By,False,False,False,MLS ID #11914101,Wilk Real Estate,RECENTLY_SOLD,Sold 03/04/2024,3638836.0,5087 N Kimberly Ave,60630,Chicago,IL,41.97312,-87.743034,750000.0,1709539200000.0,4.0,4.0,2280.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,758900.0,4777.0,False,False,RECENTLY_SOLD,750000.0,True,False,False,USD,USA,510000.0,3750.0,sqft,False,,,,,,,,,,,,,
15,https://photos.zillowstatic.com/fp/40840da7db4964b582024fdc67600cef-p_e.jpg,True,/homedetails/1652-N-Normandy-Ave-Chicago-IL-60707/3682720_zpid/,SOLD,Closed,"$450,000","1652 N Normandy Ave, Chicago, IL 60707",,,,,,,,False,False,True,False,False,,False,,,41.910633,-87.79275,3682720,RecentlySold,RecentChange,$450K,3.0,2.0,1784.0,False,False,RecentlySold,Unknown Listed By,False,False,False,MLS ID #11936091,Fathom Realty IL,RECENTLY_SOLD,Sold 03/04/2024,3682720.0,1652 N Normandy Ave,60707,Chicago,IL,41.910633,-87.79275,450000.0,1709539200000.0,2.0,3.0,1784.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,481000.0,2900.0,False,False,RECENTLY_SOLD,450000.0,True,False,False,USD,USA,310000.0,3750.0,sqft,False,,,,,,,,,,,,,
16,https://photos.zillowstatic.com/fp/817280217323200e2c7ef38f6129849e-p_e.jpg,True,/b/5801-n-sheridan-rd-chicago-il-CRgc/,SOLD,For Rent,,"5801 N Sheridan Rd, Chicago, IL",2.0,2.0,1150.0,1110909.0,41.9876--87.65476,True,False,False,False,False,False,False,,False,157492000.0,21.0,41.9876,-87.65476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,https://photos.zillowstatic.com/fp/83f15febe7bbdad28f84feef79323ffc-p_e.jpg,True,/apartments/chicago-il/920-w-carmen-ave/FD5j/,SOLD,For Rent,,"922 W Carmen Ave, Chicago, IL",2.0,1.0,2000.0,1318331.0,41.974583--87.65347,True,True,False,False,False,False,False,,False,157492000.0,3.0,41.974583,-87.65347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,https://photos.zillowstatic.com/fp/3201bceef87e06c5ee5498b771b151a1-p_e.jpg,True,/homedetails/1847-W-Berteau-Ave-Chicago-IL-60613/3708655_zpid/,SOLD,Closed,$1.55M,"1847 W Berteau Ave, Chicago, IL 60613",,,,,,,,False,False,True,False,False,,False,,,41.95758,-87.67615,3708655,RecentlySold,RecentChange,$1.55M,6.0,6.0,4200.0,False,False,RecentlySold,Unknown Listed By,False,False,False,MLS ID #11956727,Compass,RECENTLY_SOLD,Sold 03/04/2024,3708655.0,1847 W Berteau Ave,60613,Chicago,IL,41.95758,-87.67615,1550000.0,1709539200000.0,6.0,6.0,4200.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1467400.0,9535.0,False,False,RECENTLY_SOLD,1550000.0,True,False,False,USD,USA,1320000.0,3123.252,sqft,False,,,,,,,,,,,,,
19,https://photos.zillowstatic.com/fp/e7496ea3cbc4ffd80c6ccddf69063b38-p_e.jpg,True,/homedetails/3738-N-Janssen-Ave-Chicago-IL-60613/3711037_zpid/,SOLD,Closed,$1.50M,"3738 N Janssen Ave, Chicago, IL 60613",,,,,,,,False,False,True,False,False,,False,,,41.950016,-87.66566,3711037,RecentlySold,RecentChange,$1.50M,4.0,4.0,4495.0,False,False,RecentlySold,Unknown Listed By,False,False,False,MLS ID #11937845,312 Estates LLC,RECENTLY_SOLD,Sold 03/04/2024,3711037.0,3738 N Janssen Ave,60613,Chicago,IL,41.950016,-87.66566,1500000.0,1709539200000.0,4.0,4.0,4495.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1454400.0,9218.0,False,False,RECENTLY_SOLD,1500000.0,True,False,False,USD,USA,1359100.0,3125.0,sqft,False,,,,,,,,,,,,,
20,https://photos.zillowstatic.com/fp/3e0bee7bd0fdd152a6bccf0cf7cc14d0-p_e.jpg,True,/b/415-w-aldine-ave-chicago-il-ChH8/,SOLD,For Rent,,"415 W Aldine Ave, Chicago, IL",2.0,2.0,2180.0,1141118.0,41.942146--87.64083,True,False,False,False,False,False,False,,False,157492000.0,9.0,41.942146,-87.64083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,https://photos.zillowstatic.com/fp/1b348a244a46e924375241129f0f6775-p_e.jpg,True,/b/3100-n-sheridan-rd-chicago-il-CPsw/,SOLD,For Rent,,"3100 N Sheridan Rd, Chicago, IL",2.0,1.0,1900.0,1106563.0,41.93799--87.639915,True,True,False,False,False,False,False,,False,157492000.0,11.0,41.93799,-87.639915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,https://photos.zillowstatic.com/fp/1c748f25ec458844acc7e5264fb29553-p_e.jpg,True,/b/3100-n-lake-shore-dr-chicago-il-5XfPQs/,SOLD,For Rent,,"3100 N Lake Shore Dr, Chicago, IL",0.0,1.0,540.0,1001121982.0,41.937943--87.63805,True,False,False,False,False,False,False,,False,157492000.0,35.0,41.937943,-87.63805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,https://photos.zillowstatic.com/fp/667aeea056f995a0756bb22bd528f565-p_e.jpg,True,/b/2512-n-bosworth-ave-chicago-il-9s73/,SOLD,For Rent,,"2512 N Bosworth Ave, Chicago, IL",1.0,1.0,1150.0,924631.0,41.92742--87.667404,True,False,False,False,False,False,False,,False,157492000.0,8.0,41.92742,-87.667404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,https://photos.zillowstatic.com/fp/680a3d28663292bc872fffe032a9e63b-p_e.jpg,True,/homedetails/1921-N-Halsted-St-Chicago-IL-60614/3739747_zpid/,SOLD,Closed,"$995,000","1921 N Halsted St, Chicago, IL 60614",,,,,,,,False,False,True,False,False,,False,,,41.91659,-87.648094,3739747,RecentlySold,RecentChange,$995K,4.0,2.0,2676.0,False,False,RecentlySold,Unknown Listed By,False,False,False,MLS ID #11945260,Baird & Warner,RECENTLY_SOLD,Sold 03/04/2024,3739747.0,1921 N Halsted St,60614,Chicago,IL,41.91659,-87.648094,995000.0,1709539200000.0,2.0,4.0,2676.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,604500.0,3727.0,False,False,RECENTLY_SOLD,995000.0,True,False,False,USD,USA,599990.0,2676.0,sqft,False,,,,,,,,,,,,,
25,https://photos.zillowstatic.com/fp/162332ea55ee35895ecb4f20448406fb-p_e.jpg,True,/b/1240-n-lake-shore-dr-chicago-il-5XhNVW/,SOLD,For Rent,,"1240 N Lake Shore Dr, Chicago, IL",2.0,2.0,1800.0,1001355058.0,41.90511--87.62551,True,False,False,False,False,False,False,,False,157492000.0,16.0,41.90511,-87.62551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,https://photos.zillowstatic.com/fp/9dee09be7b7ca1bd0f4bd9364c225737-p_e.jpg,True,/b/616-w-fulton-st-chicago-il-5XjvJP/,SOLD,For Rent,,"616 W Fulton St, Chicago, IL",1.0,1.0,925.0,1001534637.0,41.887264--87.64404,True,False,False,False,False,False,False,,False,157492000.0,33.0,41.887264,-87.64404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,https://photos.zillowstatic.com/fp/1bef5d4207bbf2f031ceb0c02c8f182a-p_e.jpg,True,/homedetails/7742-S-Albany-Ave-Chicago-IL-60652/3957889_zpid/,SOLD,Closed,"$220,000","7742 S Albany Ave, Chicago, IL 60652",,,,,,,,False,False,True,False,False,,False,,,41.752197,-87.70037,3957889,RecentlySold,RecentChange,$220K,3.0,2.0,2100.0,False,False,RecentlySold,Unknown Listed By,False,False,False,MLS ID #11884826,"Hunter's Realty, Inc.",RECENTLY_SOLD,Sold 03/04/2024,3957889.0,7742 S Albany Ave,60652,Chicago,IL,41.752197,-87.70037,220000.0,1709539200000.0,2.0,3.0,2100.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,216700.0,2645.0,False,False,RECENTLY_SOLD,220000.0,True,False,False,USD,USA,169990.0,3907.332,sqft,False,,,,,,,,,,,,,
28,https://photos.zillowstatic.com/fp/43a06e5ac776c5344218bf01bb2868d5-p_e.jpg,True,/homedetails/6632-S-Wolcott-Ave-Chicago-IL-60636/3995620_zpid/,SOLD,Closed,"$222,000","6632 S Wolcott Ave, Chicago, IL 60636",,,,,,,,False,False,True,False,False,,False,,,41.77289,-87.67168,3995620,RecentlySold,RecentChange,$222K,4.0,2.0,2066.0,False,False,RecentlySold,RecentChange,False,False,False,MLS ID #11963663,RE/MAX MI CASA,RECENTLY_SOLD,Sold 03/04/2024,3995620.0,6632 S Wolcott Ave,60636,Chicago,IL,41.77289,-87.67168,222000.0,1709539200000.0,2.0,4.0,2066.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,206200.0,1749.0,False,False,RECENTLY_SOLD,222000.0,True,False,False,USD,USA,29970.0,3125.0,sqft,False,,,,,,,,,,,,,
29,https://photos.zillowstatic.com/fp/54870e61153ee5018ce56effcff14068-p_e.jpg,True,/homedetails/8006-S-Ingleside-Ave-Chicago-IL-60619/4020080_zpid/,SOLD,Closed,"$159,000","8006 S Ingleside Ave, Chicago, IL 60619",,,,,,,,False,False,True,False,False,,False,,,41.749172,-87.60184,4020080,RecentlySold,RecentChange,$159K,3.0,2.0,1150.0,False,False,RecentlySold,Unknown Listed By,False,False,False,MLS ID #11954964,"Delta Realty, Corp.",RECENTLY_SOLD,Sold 03/04/2024,4020080.0,8006 S Ingleside Ave,60619,Chicago,IL,41.749172,-87.60184,159000.0,1709539200000.0,2.0,3.0,1150.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,152900.0,1984.0,False,False,RECENTLY_SOLD,159000.0,True,False,False,USD,USA,69990.0,4155.624,sqft,False,,,,,,,,,,,,,
30,https://photos.zillowstatic.com/fp/fb077b310f6419e2f2e7983946b5f1e5-p_e.jpg,True,/homedetails/10214-S-Fairfield-Ave-Chicago-IL-60655/4078066_zpid/,SOLD,Closed,"$265,000","10214 S Fairfield Ave, Chicago, IL 60655",,,,,,,,False,False,True,False,False,,False,,,41.707638,-87.69064,4078066,RecentlySold,RecentChange,$265K,3.0,1.0,1170.0,False,False,RecentlySold,RecentChange,False,False,False,MLS ID #11920249,RE/MAX Professionals Select,RECENTLY_SOLD,Sold 03/04/2024,4078066.0,10214 S Fairfield Ave,60655,Chicago,IL,41.707638,-87.69064,265000.0,1709539200000.0,1.0,3.0,1170.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,258300.0,2199.0,False,False,RECENTLY_SOLD,265000.0,True,False,False,USD,USA,250000.0,4312.44,sqft,False,,,,,,,,,,,,,
31,https://photos.zillowstatic.com/fp/2af29834de6b00a69641cafd5c524fb8-p_e.jpg,True,/homedetails/9630-S-La-Salle-St-Chicago-IL-60628/4130922_zpid/,SOLD,Closed,"$125,500","9630 S La Salle St, Chicago, IL 60628",,,,,,,,False,False,True,False,False,,False,,,41.718903,-87.62774,4130922,RecentlySold,RecentChange,$126K,5.0,3.0,1300.0,False,False,RecentlySold,RecentChange,False,False,False,MLS ID #11905358,Coldwell Banker Realty,RECENTLY_SOLD,Sold 03/04/2024,4130922.0,9630 S La Salle St,60628,Chicago,IL,41.718903,-87.62774,125500.0,1709539200000.0,3.0,5.0,1300.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,146400.0,2199.0,False,False,RECENTLY_SOLD,125500.0,True,False,False,USD,USA,90000.0,3720.0,sqft,False,,,,,,,,,,,,,
