,imgSrc,hasImage,detailUrl,statusType,statusText,price,address,minBeds,minBaths,minArea,lotId,buildingName,buildingId,isBuilding,canSaveBuilding,has3DModel,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,timeOnZillow,unitCount,latLong.latitude,latLong.longitude,variableData.type,variableData.text,zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,priceLabel,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,hasVideo,visited,info3String,brokerName,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.dateSold,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.timeOnZillow,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,streetViewURL,streetViewMetadataURL,hdpData.homeInfo.unit,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceReduction,hdpData.homeInfo.priceChange,hdpData.homeInfo.videoCount,hdpData.homeInfo.listing_sub_type.is_FSBA,lotAreaString,availabilityDate,hdpData.homeInfo.isRentalWithBasePrice,plid,communityName,builderName,isCdpResult,style,isComingSoonCommunity
10,https://photos.zillowstatic.com/fp/a5ccadb7c4993958646879bfa867b884-p_e.jpg,True,/homedetails/5709-3rd-St-NE-Washington-DC-20011/492982_zpid/,SOLD,Sold,"$505,000","5709 3rd St NE, Washington, DC 20011",,,,,,,,,False,False,True,False,False,,False,157484000.0,,38.959656,-77.00258,RECENTLY_SOLD,Sold 03/04/2024,492982,RecentlySold,RecentChange,$505K,2.0,2.0,1258.0,False,False,RecentlySold,Unknown Listed By,False,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,Compass,492982.0,5709 3rd St NE,20011,Washington,DC,38.959656,-77.00258,505000.0,1709539200000.0,2.0,2.0,1258.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,499000.0,2999.0,False,False,RECENTLY_SOLD,505000.0,157484000.0,True,False,False,USD,USA,434380.0,2628.0,sqft,False,,,,,,,,,,,,,,,,,
11,https://photos.zillowstatic.com/fp/195df4566c3e97fbab929aa463f7e49e-p_e.jpg,True,/homedetails/3356-Baker-St-NE-Washington-DC-20019/508871_zpid/,SOLD,Sold,"$315,000","3356 Baker St NE, Washington, DC 20019",,,,,,,,,False,False,True,False,False,,False,157484000.0,,38.893,-76.95808,RECENTLY_SOLD,Sold 03/04/2024,508871,RecentlySold,RecentChange,$315K,2.0,1.0,1144.0,False,False,RecentlySold,RecentChange,False,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,Exit Realty National Harbor,508871.0,3356 Baker St NE,20019,Washington,DC,38.893,-76.95808,315000.0,1709539200000.0,1.0,2.0,1144.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,,1999.0,False,False,RECENTLY_SOLD,315000.0,157484000.0,True,False,False,USD,USA,320070.0,1671.0,sqft,False,,,,,,,,,,,,,,,,,
12,https://photos.zillowstatic.com/fp/2642102fc67e6b113c8f7771d6737626-p_e.jpg,True,/homedetails/2608-Sherman-Ave-NW-APT-201-Washington-DC-20001/71722180_zpid/,SOLD,Sold,"$465,000","2608 Sherman Ave NW APT 201, Washington, DC 20001",,,,,,,,,False,False,True,False,False,,False,157484000.0,,38.92417,-77.02586,RECENTLY_SOLD,Sold 03/04/2024,71722180,RecentlySold,RecentChange,$465K,2.0,1.0,829.0,False,False,RecentlySold,RecentChange,False,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,RLAH @properties,71722180.0,2608 Sherman Ave NW APT 201,20001,Washington,DC,38.92417,-77.02586,465000.0,1709539200000.0,1.0,2.0,829.0,CONDO,RECENTLY_SOLD,-1.0,False,False,467900.0,2600.0,False,False,RECENTLY_SOLD,465000.0,157484000.0,True,False,False,USD,USA,467490.0,,,False,,,Apt 201,,,,,,,,,,,,,,
13,https://photos.zillowstatic.com/fp/32c8d27cb94fc531ecead4a4243eee4d-p_e.jpg,True,/b/2660-connecticut-ave-nw-washington-dc-65f57M/,SOLD,Garfield,,"2660 Connecticut Ave NW, Washington, DC",2.0,3.0,2661.0,1150967632.0,Garfield,38.92493--77.05331,True,False,True,False,False,False,False,,False,157484000.0,10.0,38.92493,-77.05331,3D_HOME,3D Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,https://photos.zillowstatic.com/fp/ceac96357b0f4c1bc586938294b9ce06-p_e.jpg,True,/b/ledroit-park-washington-dc-9965HL/,SOLD,Ledroit Park,,"37 W St NW, Washington, DC",3.0,3.0,1882.0,2018158802.0,Ledroit Park,38.91939--77.01046,True,False,False,False,False,False,False,,False,157484000.0,2.0,38.91939,-77.01046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,https://photos.zillowstatic.com/fp/7c2bcdd631fc19a359b2a4af603f7df9-p_e.jpg,True,/b/the-chesterfield-cooperative-washington-dc-5XrZ79/,SOLD,For Rent,,"3315 Wisconsin Ave NW, Washington, DC",1.0,1.0,745.0,1002201662.0,,38.9338--77.07207,True,False,False,False,False,False,False,,False,157484000.0,9.0,38.9338,-77.07207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,https://photos.zillowstatic.com/fp/6a9503ef7fdbbc90320be113324b34b0-p_e.jpg,True,/b/3150-s-st-nw-washington-dc-BgvHG4/,SOLD,"Ritz Carlton Residences,g-town",,"3150 S St NW, Washington, DC",2.0,4.0,3890.0,2455248784.0,"Ritz Carlton Residences,g-town",38.90329--77.0622,True,False,False,False,False,False,False,,False,157484000.0,7.0,38.90329,-77.0622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,https://photos.zillowstatic.com/fp/d45ae5bb8d841bd93cbe25cbab845d3f-p_e.jpg,True,/homedetails/915-5th-St-SE-Washington-DC-20003/415902_zpid/,SOLD,Sold,"$740,000","915 5th St SE, Washington, DC 20003",,,,,,,,,False,False,True,False,False,,False,416684000.0,,38.87887,-76.99977,RECENTLY_SOLD,Sold 03/01/2024,415902,RecentlySold,RecentChange,$740K,3.0,2.0,1064.0,False,False,RecentlySold,RecentChange,False,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,"Long & Foster Real Estate, Inc.",415902.0,915 5th St SE,20003,Washington,DC,38.87887,-76.99977,740000.0,1709280000000.0,2.0,3.0,1064.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,728500.0,3783.0,False,False,RECENTLY_SOLD,740000.0,416684000.0,True,False,False,USD,USA,653640.0,709.0,sqft,False,,,,,,,,,,,,,,,,,
18,https://photos.zillowstatic.com/fp/d5eeb03bd961fece98d117e1ad2ed845-p_e.jpg,True,/homedetails/105-8th-St-SE-Washington-DC-20003/418643_zpid/,SOLD,Sold,$1.04M,"105 8th St SE, Washington, DC 20003",,,,,,,,,False,False,True,False,False,,False,416684000.0,,38.88863,-76.99495,RECENTLY_SOLD,Sold 03/01/2024,418643,RecentlySold,RecentChange,$1.04M,4.0,3.0,2127.0,False,False,RecentlySold,RecentChange,False,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,Coldwell Banker Realty - Washington,418643.0,105 8th St SE,20003,Washington,DC,38.88863,-76.99495,1041111.0,1709280000000.0,3.0,4.0,2127.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,1027300.0,5500.0,False,False,RECENTLY_SOLD,1041111.0,416684000.0,True,False,False,USD,USA,1020430.0,960.0,sqft,False,,,,,,,,,,,,,,,,,
19,https://photos.zillowstatic.com/fp/476307194eb5bbe5d654a824428b2d8d-p_e.jpg,True,/homedetails/925-9th-St-NE-Washington-DC-20002/419578_zpid/,SOLD,Sold,"$890,000","925 9th St NE, Washington, DC 20002",,,,,,,,,False,False,True,False,False,,False,416684000.0,,38.90205,-76.99352,RECENTLY_SOLD,Sold 03/01/2024,419578,RecentlySold,RecentChange,$890K,3.0,3.0,1553.0,False,False,RecentlySold,RecentChange,False,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,Compass,419578.0,925 9th St NE,20002,Washington,DC,38.90205,-76.99352,890000.0,1709280000000.0,3.0,3.0,1553.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,887500.0,3900.0,False,False,RECENTLY_SOLD,890000.0,416684000.0,True,False,False,USD,USA,945250.0,731.0,sqft,False,,,,,,,,,,,,,,,,,
20,https://photos.zillowstatic.com/fp/6a59148854a8180d1223cf618fa29659-p_e.jpg,True,/homedetails/525-10th-St-SE-Washington-DC-20003/420105_zpid/,SOLD,Sold,$1.38M,"525 10th St SE, Washington, DC 20003",,,,,,,,,False,False,True,False,False,,False,416684000.0,,38.88185,-76.99286,RECENTLY_SOLD,Sold 03/01/2024,420105,RecentlySold,RecentChange,$1.38M,3.0,3.0,1402.0,False,False,RecentlySold,RecentChange,False,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,Keller Williams Capital Properties,420105.0,525 10th St SE,20003,Washington,DC,38.88185,-76.99286,1375000.0,1709280000000.0,3.0,3.0,1402.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,1420100.0,4400.0,False,False,RECENTLY_SOLD,1375000.0,416684000.0,True,False,False,USD,USA,1367060.0,1743.0,sqft,False,,,,,,,,,,,,,,,,,
21,https://photos.zillowstatic.com/fp/b2337950ed01031bce72552243f3550a-p_e.jpg,True,/homedetails/1000-G-St-SE-Washington-DC-20003/420955_zpid/,SOLD,Sold,$1.03M,"1000 G St SE, Washington, DC 20003",,,,,,,,,False,False,True,False,False,,False,416684000.0,,38.88149,-76.99247,RECENTLY_SOLD,Sold 03/01/2024,420955,RecentlySold,RecentChange,$1.03M,3.0,2.0,1808.0,False,False,RecentlySold,RecentChange,False,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,Coldwell Banker Realty - Washington,420955.0,1000 G St SE,20003,Washington,DC,38.88149,-76.99247,1025000.0,1709280000000.0,2.0,3.0,1808.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,1025500.0,4529.0,False,False,RECENTLY_SOLD,1025000.0,416684000.0,True,False,False,USD,USA,1100210.0,1077.0,sqft,False,,,,,,,,,,,,,,,,,
22,https://photos.zillowstatic.com/fp/658c418fa09970d437e746cef1531dbf-p_e.jpg,True,/homedetails/911-11th-St-NE-Washington-DC-20002/421028_zpid/,SOLD,Sold,$1.21M,"911 11th St NE, Washington, DC 20002",,,,,,,,,False,False,True,False,False,,False,416684000.0,,38.90175,-76.99131,RECENTLY_SOLD,Sold 03/01/2024,421028,RecentlySold,RecentChange,$1.21M,4.0,4.0,2451.0,False,False,RecentlySold,RecentChange,False,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,City Chic Real Estate,421028.0,911 11th St NE,20002,Washington,DC,38.90175,-76.99131,1210000.0,1709280000000.0,4.0,4.0,2451.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,1210600.0,4800.0,False,False,RECENTLY_SOLD,1210000.0,416684000.0,True,False,False,USD,USA,1191670.0,1378.0,sqft,False,,,,,,,,,,,,,,,,,
23,https://photos.zillowstatic.com/fp/c8ae2a6ef620f64a06605f34db5de537-p_e.jpg,True,/homedetails/1740-Massachusetts-Ave-SE-Washington-DC-20003/426975_zpid/,SOLD,Sold,"$749,900","1740 Massachusetts Ave SE, Washington, DC 20003",,,,,,,,,False,False,True,False,False,,False,416684000.0,,38.88568,-76.97928,RECENTLY_SOLD,Sold 03/01/2024,426975,RecentlySold,RecentChange,$750K,4.0,2.0,1840.0,False,False,RecentlySold,RecentChange,False,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,Compass,426975.0,1740 Massachusetts Ave SE,20003,Washington,DC,38.88568,-76.97928,749900.0,1709280000000.0,2.0,4.0,1840.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,750300.0,3963.0,False,False,RECENTLY_SOLD,749900.0,416684000.0,True,False,False,USD,USA,849370.0,1976.0,sqft,False,,,,,,,,,,,,,,,,,
24,https://photos.zillowstatic.com/fp/ba667188cbcdcf4c69a4ca0d43e9f23d-p_e.jpg,True,/homedetails/2236-40th-Pl-NW-Washington-DC-20007/433682_zpid/,SOLD,Sold,$1.53M,"2236 40th Pl NW, Washington, DC 20007",,,,,,,,,False,False,True,False,False,,False,416684000.0,,38.92053,-77.08004,RECENTLY_SOLD,Sold 03/01/2024,433682,RecentlySold,RecentChange,$1.53M,10.0,,2906.0,False,False,RecentlySold,RecentChange,False,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,"Chatel Real Estate, Inc.",433682.0,2236 40th Pl NW,20007,Washington,DC,38.92053,-77.08004,1525000.0,1709280000000.0,,10.0,2906.0,MULTI_FAMILY,RECENTLY_SOLD,-1.0,False,False,1569700.0,6526.0,False,False,RECENTLY_SOLD,1525000.0,416684000.0,True,False,False,USD,USA,1426730.0,5820.0,sqft,False,,,,,,,,,,,,,,,,,
25,https://photos.zillowstatic.com/fp/3fb412a9bba4387e232a7eb71e0e9fe4-p_e.jpg,True,/homedetails/4836-Loughboro-Rd-NW-Washington-DC-20016/436365_zpid/,SOLD,Sold,$2.55M,"4836 Loughboro Rd NW, Washington, DC 20016",,,,,,,,,False,False,True,False,False,,False,416684000.0,,38.93211,-77.09463,RECENTLY_SOLD,Sold 03/01/2024,436365,RecentlySold,RecentChange,$2.55M,5.0,5.0,4490.0,False,False,RecentlySold,RecentChange,False,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,"Washington Fine Properties, LLC",436365.0,4836 Loughboro Rd NW,20016,Washington,DC,38.93211,-77.09463,2550000.0,1709280000000.0,5.0,5.0,4490.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,2584900.0,10898.0,False,False,RECENTLY_SOLD,2550000.0,416684000.0,True,False,False,USD,USA,2331220.0,7918.0,sqft,False,,,,,,,,,,,,,,,,,
26,https://photos.zillowstatic.com/fp/cad54bdfd0f708b097175eadc984723d-p_e.jpg,True,/homedetails/4420-Westover-Pl-NW-Washington-DC-20016/439872_zpid/,SOLD,Sold,$1.31M,"4420 Westover Pl NW, Washington, DC 20016",,,,,,,,,False,False,True,False,False,,False,416684000.0,,38.93541,-77.0858,RECENTLY_SOLD,Sold 03/01/2024,439872,RecentlySold,RecentChange,$1.31M,3.0,4.0,2565.0,False,False,RecentlySold,RecentChange,False,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,"Washington Fine Properties, LLC",439872.0,4420 Westover Pl NW,20016,Washington,DC,38.93541,-77.0858,1313700.0,1709280000000.0,4.0,3.0,2565.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,1277800.0,5314.0,False,False,RECENTLY_SOLD,1313700.0,416684000.0,True,False,False,USD,USA,1007250.0,1091.0,sqft,False,,,,,,,,,,,,,,,,,
27,https://photos.zillowstatic.com/fp/d482a3b957ee99c54853aed08b37b5bd-p_e.jpg,True,/b/5431-connecticut-ave-nw-washington-dc-5j53X2/,SOLD,Chevy Chase,,"5431 Connecticut Ave NW, Washington, DC",1.0,1.0,735.0,1049550404.0,Chevy Chase,38.96263--77.07383,True,False,True,False,False,False,False,,False,416684000.0,3.0,38.96263,-77.07383,3D_HOME,3D Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
