,zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,imgSrc,hasImage,detailUrl,statusType,statusText,price,priceLabel,address,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,visited,info2String,brokerName,timeOnZillow,latLong.latitude,latLong.longitude,variableData.type,variableData.text,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.dateSold,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.timeOnZillow,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceReduction,hdpData.homeInfo.priceChange,hdpData.homeInfo.unit,minBeds,minBaths,minArea,lotId,buildingId,isBuilding,canSaveBuilding,unitCount,hdpData.homeInfo.videoCount,hdpData.homeInfo.listing_sub_type.is_FSBA,streetViewURL,streetViewMetadataURL,lotAreaString,hdpData.homeInfo.isRentalWithBasePrice,hdpData.homeInfo.listing_sub_type.is_forAuction,plid,buildingName,badgeInfo.type,badgeInfo.text,hdpData.homeInfo.listing_sub_type.is_openHouse,hdpData.homeInfo.openHouse,hdpData.homeInfo.open_house_info.open_house_showing,communityName,builderName,isCdpResult,isComingSoonCommunity
10,7775534,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/05a98d546a86f5dd0ebc78e41d1b7944-p_e.jpg,True,/homedetails/703-W-Palo-Verde-Dr-Phoenix-AZ-85013/7775534_zpid/,SOLD,Sold,"$565,000",$565K,"703 W Palo Verde Dr, Phoenix, AZ 85013",3.0,2.0,1525.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Listing provided by ARMLS,AIG Realty LLC,157495000.0,33.522533,-112.0827,RECENTLY_SOLD,Sold 03/04/2024,7775534.0,703 W Palo Verde Dr,85013,Phoenix,AZ,33.522533,-112.0827,565000.0,1709539200000.0,2.0,3.0,1525.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,554500.0,2700.0,False,False,RECENTLY_SOLD,565000.0,157495000.0,True,False,False,USD,USA,331100.0,0.3258953168044077,acres,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,7777780,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/e4fbeb472cff9913fe916c90704e2a37-p_e.jpg,True,/homedetails/1416-W-Cactus-Wren-Dr-Phoenix-AZ-85021/7777780_zpid/,SOLD,Sold,"$980,000",$980K,"1416 W Cactus Wren Dr, Phoenix, AZ 85021",4.0,3.0,2727.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Listing provided by ARMLS,HomeSmart,157495000.0,33.540108,-112.0901,RECENTLY_SOLD,Sold 03/04/2024,7777780.0,1416 W Cactus Wren Dr,85021,Phoenix,AZ,33.540108,-112.0901,980000.0,1709539200000.0,3.0,4.0,2727.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,981500.0,4728.0,False,False,RECENTLY_SOLD,980000.0,157495000.0,True,False,False,USD,USA,193300.0,8221.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7777868,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/a2e4526b311ea4daa8fc47cedc890abb-p_e.jpg,True,/homedetails/1117-W-Northview-Ave-Phoenix-AZ-85021/7777868_zpid/,SOLD,Sold,"$975,000",$975K,"1117 W Northview Ave, Phoenix, AZ 85021",3.0,2.0,2629.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Listing provided by ARMLS,RE/MAX Professionals,157495000.0,33.542664,-112.087654,RECENTLY_SOLD,Sold 03/04/2024,7777868.0,1117 W Northview Ave,85021,Phoenix,AZ,33.542664,-112.087654,975000.0,1709539200000.0,2.0,3.0,2629.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,976800.0,5168.0,False,False,RECENTLY_SOLD,975000.0,157495000.0,True,False,False,USD,USA,417100.0,10028.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,https://photos.zillowstatic.com/fp/32f2d2e38653af4beca44987ed304df1-p_e.jpg,True,/b/8344-n-21st-dr-phoenix-az-5ZSnPT/,SOLD,For Rent,,,"8344 N 21st Dr, Phoenix, AZ",,,,,,,,,False,,False,False,False,False,,False,,,,157495000.0,33.559643,-112.1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1202.0,1011520645.0,33.559643--112.1053,True,False,2.0,,,,,,,,,,,,,,,,,,
14,7782775,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/9c23dca2964587180b800c141486642a-p_e.jpg,True,/homedetails/1501-W-Ruth-Ave-Phoenix-AZ-85021/7782775_zpid/,SOLD,Sold,$1.10M,$1.10M,"1501 W Ruth Ave, Phoenix, AZ 85021",4.0,4.0,2747.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Listing provided by ARMLS,NORTH&CO.,157495000.0,33.563255,-112.09146,RECENTLY_SOLD,Sold 03/04/2024,7782775.0,1501 W Ruth Ave,85021,Phoenix,AZ,33.563255,-112.09146,1100000.0,1709539200000.0,4.0,4.0,2747.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1111800.0,4920.0,False,False,RECENTLY_SOLD,1100000.0,157495000.0,True,False,False,USD,USA,514600.0,10855.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,7786457,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/c9e418f440a4a30f3298bdd119f99220-p_e.jpg,True,/homedetails/10410-N-Cave-Creek-Rd-UNIT-2036-Phoenix-AZ-85020/7786457_zpid/,SOLD,Sold,"$240,000",$240K,"10410 N Cave Creek Rd UNIT 2036, Phoenix, AZ 85020",2.0,2.0,1082.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Listing provided by ARMLS,Best Homes Real Estate,157495000.0,33.581394,-112.054695,RECENTLY_SOLD,Sold 03/04/2024,7786457.0,10410 N Cave Creek Rd UNIT 2036,85020,Phoenix,AZ,33.581394,-112.054695,240000.0,1709539200000.0,2.0,2.0,1082.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,234400.0,1661.0,False,False,RECENTLY_SOLD,240000.0,157495000.0,True,False,False,USD,USA,151800.0,121.0,sqft,False,,,,Unit 2036,,,,,,,,,,,,,,,,,,,,,,,,,,
16,7793108,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/336fa16c5414d7a3cae647f4658f479d-p_e.jpg,True,/homedetails/343-W-Kaler-Dr-Phoenix-AZ-85021/7793108_zpid/,SOLD,Sold,$3.17M,$3.17M,"343 W Kaler Dr, Phoenix, AZ 85021",5.0,6.0,4330.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Listing provided by ARMLS,RETSY,157495000.0,33.547573,-112.080154,RECENTLY_SOLD,Sold 03/04/2024,7793108.0,343 W Kaler Dr,85021,Phoenix,AZ,33.547573,-112.080154,3166500.0,1709539200000.0,6.0,5.0,4330.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,2803900.0,7391.0,False,False,RECENTLY_SOLD,3166500.0,157495000.0,True,False,False,USD,USA,617300.0,0.4193985307621671,acres,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,7793601,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/565561a51fd93145269604ef3513c8b9-p_e.jpg,True,/homedetails/631-E-Royal-Palm-Sq-N-Phoenix-AZ-85020/7793601_zpid/,SOLD,Sold,"$400,250",$400K,"631 E Royal Palm Sq N, Phoenix, AZ 85020",3.0,2.0,1692.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Listing provided by ARMLS,Launch Powered By Compass,157495000.0,33.556038,-112.06557,RECENTLY_SOLD,Sold 03/04/2024,7793601.0,631 E Royal Palm Sq N,85020,Phoenix,AZ,33.556038,-112.06557,400250.0,1709539200000.0,2.0,3.0,1692.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,405900.0,2700.0,False,False,RECENTLY_SOLD,400250.0,157495000.0,True,False,False,USD,USA,263000.0,4125.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,7798048,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/48aec21322e8f21adfdc5e6067b85802-p_e.jpg,True,/homedetails/929-E-Cavalier-Dr-Phoenix-AZ-85014/7798048_zpid/,SOLD,Sold,"$750,000",$750K,"929 E Cavalier Dr, Phoenix, AZ 85014",3.0,2.0,1798.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Listing provided by ARMLS,RETSY,157495000.0,33.525707,-112.061325,RECENTLY_SOLD,Sold 03/04/2024,7798048.0,929 E Cavalier Dr,85014,Phoenix,AZ,33.525707,-112.061325,750000.0,1709539200000.0,2.0,3.0,1798.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,770700.0,3300.0,False,False,RECENTLY_SOLD,750000.0,157495000.0,True,False,False,USD,USA,361000.0,6922.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7806290,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/cfa6a8b72146d6d3c8444471e9e19ddf-p_e.jpg,True,/homedetails/2106-E-Kaler-Dr-Phoenix-AZ-85020/7806290_zpid/,SOLD,Sold,$4.75M,$4.75M,"2106 E Kaler Dr, Phoenix, AZ 85020",5.0,6.0,6443.0,False,False,RecentlySold,Unknown Listed By,False,False,True,False,True,False,False,,False,False,Listing provided by ARMLS,Realty ONE Group,157495000.0,33.547848,-112.036255,RECENTLY_SOLD,Sold 03/04/2024,7806290.0,2106 E Kaler Dr,85020,Phoenix,AZ,33.547848,-112.036255,4750000.0,1709539200000.0,6.0,5.0,6443.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,4591200.0,16062.0,False,False,RECENTLY_SOLD,4750000.0,157495000.0,True,False,False,USD,USA,1493300.0,1.212,acres,False,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
20,7837869,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/515908b1a333f1b56184c9e1fb9c4b65-p_e.jpg,True,/homedetails/5945-N-Echo-Canyon-Ln-Phoenix-AZ-85018/7837869_zpid/,SOLD,Sold,$1.65M,$1.65M,"5945 N Echo Canyon Ln, Phoenix, AZ 85018",4.0,4.0,3731.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Listing provided by ARMLS,HomeSmart,157495000.0,33.52233,-111.97688,RECENTLY_SOLD,Sold 03/04/2024,7837869.0,5945 N Echo Canyon Ln,85018,Phoenix,AZ,33.52233,-111.97688,1650000.0,1709539200000.0,4.0,4.0,3731.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1786000.0,8171.0,False,False,RECENTLY_SOLD,1650000.0,157495000.0,True,False,False,USD,USA,1430700.0,0.33429752066115703,acres,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,7933277,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/190103a3720d4f3091ea95e5e2097d26-p_e.jpg,True,/homedetails/21838-N-31st-Dr-Phoenix-AZ-85027/7933277_zpid/,SOLD,Sold,"$389,000",$389K,"21838 N 31st Dr, Phoenix, AZ 85027",3.0,2.0,1244.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Listing provided by ARMLS,Connect Realty.com Inc.,157495000.0,33.685223,-112.12743,RECENTLY_SOLD,Sold 03/04/2024,7933277.0,21838 N 31st Dr,85027,Phoenix,AZ,33.685223,-112.12743,389000.0,1709539200000.0,2.0,3.0,1244.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,398100.0,1994.0,False,False,RECENTLY_SOLD,389000.0,157495000.0,True,False,False,USD,USA,211000.0,5610.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,7957143,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/97388f5cf1ef2c5f30862929204d767b-p_e.jpg,True,/homedetails/1802-W-Libby-St-Phoenix-AZ-85023/7957143_zpid/,SOLD,Sold,"$415,000",$415K,"1802 W Libby St, Phoenix, AZ 85023",3.0,2.0,1531.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Listing provided by ARMLS,HomeSmart,157495000.0,33.648403,-112.097855,RECENTLY_SOLD,Sold 03/04/2024,7957143.0,1802 W Libby St,85023,Phoenix,AZ,33.648403,-112.097855,415000.0,1709539200000.0,2.0,3.0,1531.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,423500.0,2100.0,False,False,RECENTLY_SOLD,415000.0,157495000.0,True,False,False,USD,USA,216600.0,8467.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,7961169,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/f76e39f09f0ec28c931285f97619bd86-p_e.jpg,True,/homedetails/2554-W-Kathleen-Rd-Phoenix-AZ-85023/7961169_zpid/,SOLD,Sold,"$295,000",$295K,"2554 W Kathleen Rd, Phoenix, AZ 85023",2.0,2.0,882.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Listing provided by ARMLS,Keller Williams Realty East Valley,157495000.0,33.62997,-112.11516,RECENTLY_SOLD,Sold 03/04/2024,7961169.0,2554 W Kathleen Rd,85023,Phoenix,AZ,33.62997,-112.11516,295000.0,1709539200000.0,2.0,2.0,882.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,292300.0,1494.0,False,False,RECENTLY_SOLD,295000.0,157495000.0,True,False,False,USD,USA,131500.0,1671.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,7961606,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/fe70a57bbd47acf018a9e05ba59baf08-p_e.jpg,True,/homedetails/14625-N-26th-Ave-Phoenix-AZ-85023/7961606_zpid/,SOLD,Sold,"$405,000",$405K,"14625 N 26th Ave, Phoenix, AZ 85023",4.0,2.0,2081.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Listing provided by ARMLS,"R & C Real Estate Investments, LLC",157495000.0,33.618984,-112.115425,RECENTLY_SOLD,Sold 03/04/2024,7961606.0,14625 N 26th Ave,85023,Phoenix,AZ,33.618984,-112.115425,405000.0,1709539200000.0,2.0,4.0,2081.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,430900.0,2263.0,False,False,RECENTLY_SOLD,405000.0,157495000.0,True,False,False,USD,USA,245700.0,8288.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
