,zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,imgSrc,hasImage,detailUrl,statusType,statusText,price,priceLabel,address,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,visited,brokerName,timeOnZillow,latLong.latitude,latLong.longitude,variableData.type,variableData.text,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.dateSold,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.timeOnZillow,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.isShowcaseListing,hdpData.homeInfo.zestimate,hdpData.homeInfo.unit,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,minBeds,minBaths,minArea,lotId,buildingId,isBuilding,canSaveBuilding,unitCount,streetViewURL,streetViewMetadataURL,lotAreaString,hdpData.homeInfo.videoCount,availabilityDate,hdpData.homeInfo.isRentalWithBasePrice,isR4R,hdpData.homeInfo.rentalMarketingSubType,plid,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceChange,hdpData.homeInfo.listing_sub_type.is_FSBA
10,17123678,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/0172de4fce478b3f152013641a71f617-p_e.jpg,True,/homedetails/279-Satinwood-Way-San-Diego-CA-92114/17123678_zpid/,SOLD,Sold,"$746,000",$746K,"279 Satinwood Way, San Diego, CA 92114",3.0,2.0,1447.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,XSTREAM REAL ESTATE SERVICES,157488000,32.698627,-117.03151,RECENTLY_SOLD,Sold 03/04/2024,17123678.0,279 Satinwood Way,92114,San Diego,CA,32.698627,-117.03151,746000.0,1709539200000.0,2.0,3.0,1447.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,3497.0,False,False,RECENTLY_SOLD,746000.0,157488000.0,True,False,False,USD,USA,65450.0,False,742500.0,,6300.0,sqft,,,,,,,,,,,,,,,,,,,,
11,,,,https://photos.zillowstatic.com/fp/ded5531b41a29b1a5053ef8dd74dc127-p_e.jpg,True,/b/4060-huerfano-ave-san-diego-ca-5XmWB6/,SOLD,For Rent,,,"4060 Huerfano Ave, San Diego, CA",,,,,,,,,True,,False,False,False,False,,False,,,157488000,32.81474,-117.21741,3D_HOME,3D Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,425.0,1001724007.0,32.81474--117.21741,True,False,4.0,,,,,,,,,,,,
12,61239292,RecentlySold,Non Owner Occupied,https://photos.zillowstatic.com/fp/82c6043664e9bd92971d0042a1256dfd-p_e.jpg,True,/homedetails/7462-La-Mantanza-San-Diego-CA-92127/61239292_zpid/,SOLD,Sold,$2.90M,$2.90M,"7462 La Mantanza, San Diego, CA 92127",7.0,5.0,4390.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Keller Williams Realty,157488000,32.986706,-117.1682,RECENTLY_SOLD,Sold 03/04/2024,61239292.0,7462 La Mantanza,92127,San Diego,CA,32.986706,-117.1682,2900000.0,1709539200000.0,5.0,7.0,4390.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,9619.0,False,False,RECENTLY_SOLD,2900000.0,157488000.0,True,False,False,USD,USA,1804223.0,False,2808300.0,,0.3293388429752066,acres,,,,,,,,,,,,,,,,,,,,
13,,,,https://photos.zillowstatic.com/fp/e0fb201b3569463bcd934139f443b572-p_e.jpg,True,/b/3990-centre-st-san-diego-ca-5Xnz89/,SOLD,For Rent,,,"3990 Centre St, San Diego, CA",,,,,,,,,True,,False,False,False,False,,False,,,157488000,32.750587,-117.14777,3D_HOME,3D Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1045.0,1001896784.0,32.750587--117.14777,True,False,2.0,,,,,,,,,,,,
14,,,,https://photos.zillowstatic.com/fp/219c4b07498142a0b54fa53bfbe3d032-p_e.jpg,True,/b/3535-madison-ave-san-diego-ca-5XjR2V/,SOLD,For Rent,,,"3535 Madison Ave, San Diego, CA",,,,,,,,,False,,False,False,False,False,,False,,,157488000,32.760372,-117.11725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,650.0,1001478733.0,32.760372--117.11725,True,True,3.0,,,,,,,,,,,,
15,,,,https://photos.zillowstatic.com/fp/74dc34c7e3588fd9a5f071b6afd02725-p_e.jpg,True,/b/3340-del-sol-blvd-san-diego-ca-5kFSwg/,SOLD,For Rent,,,"3340 Del Sol Blvd, San Diego, CA",,,,,,,,,False,,False,False,False,False,,False,,,157488000,32.574673,-117.06336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1205.0,1056307782.0,32.574673--117.06336,True,False,22.0,,,,,,,,,,,,
16,295351193,RecentlySold,Non Owner Occupied,https://photos.zillowstatic.com/fp/4375d31433cc02eb5ff53c135cd29523-p_e.jpg,True,/homedetails/4062-Goldfinch-St-San-Diego-CA-92103/295351193_zpid/,SOLD,Sold,$1.85M,$1.85M,"4062 Goldfinch St, San Diego, CA 92103",6.0,4.0,2800.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,James Jollett Realty,157488000,32.751152,-117.17169,RECENTLY_SOLD,Sold 03/04/2024,295351193.0,4062 Goldfinch St,92103,San Diego,CA,32.751152,-117.17169,1850000.0,1709539200000.0,4.0,6.0,2800.0,MULTI_FAMILY,RECENTLY_SOLD,-1.0,False,False,8000.0,False,False,RECENTLY_SOLD,1850000.0,157488000.0,True,False,False,USD,USA,1650000.0,False,1878400.0,,5016.0,sqft,,,,,,,,,,,,,,,,,,,,
17,295353931,RecentlySold,Non Owner Occupied,https://photos.zillowstatic.com/fp/7be6bce2ac68fa3566b9a6d025f8b554-p_e.jpg,True,/homedetails/1218-W-Spruce-St-San-Diego-CA-92103/295353931_zpid/,SOLD,Sold,$2.09M,$2.09M,"1218 W Spruce St, San Diego, CA 92103",5.0,4.0,,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Del Cerro Realty Group,157488000,32.737465,-117.17436,RECENTLY_SOLD,Sold 03/04/2024,295353931.0,1218 W Spruce St,92103,San Diego,CA,32.737465,-117.17436,2089000.0,1709539200000.0,4.0,5.0,,MULTI_FAMILY,RECENTLY_SOLD,-1.0,False,False,6727.0,False,False,RECENTLY_SOLD,2089000.0,157488000.0,True,False,False,USD,USA,142732.0,False,2046800.0,,,,,,,,,,,,,,,,,,,,,,,
18,16771970,RecentlySold,Non Owner Occupied,https://photos.zillowstatic.com/fp/7dffe62c32c84eee040a84b2083356a0-p_e.jpg,True,/homedetails/5044-Pearlman-Way-San-Diego-CA-92130/16771970_zpid/,SOLD,Sold,$2.72M,$2.72M,"5044 Pearlman Way, San Diego, CA 92130",4.0,4.0,3521.0,False,False,RecentlySold,Unknown Listed By,False,True,False,False,True,False,False,,False,False,Coldwell Banker Realty,416688000,32.9544,-117.208206,RECENTLY_SOLD,Sold 03/01/2024,16771970.0,5044 Pearlman Way,92130,San Diego,CA,32.9544,-117.208206,2720000.0,1709280000000.0,4.0,4.0,3521.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,7875.0,False,False,RECENTLY_SOLD,2720000.0,416688000.0,True,False,False,USD,USA,1413916.0,False,2566900.0,,8178.0,sqft,,,,,,,,,,,,,,,,,,,,
19,,,,https://photos.zillowstatic.com/fp/d924ee9ddba0bc2aaac235bf986a4bc6-p_e.jpg,True,/b/carmel-valley-neighborhood-san-diego-ca-5XmW5R/,SOLD,For Rent,,,"12253 Carmel Vista Rd, San Diego, CA",,,,,,,,,False,,False,False,False,False,,False,,,416688000,32.941128,-117.23689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,791.0,1001723779.0,32.941128--117.23689,True,True,3.0,,,,,,,,,,,,
20,16780909,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/0c8b84e5eecb58efbfcf32f10887735d-p_e.jpg,True,/homedetails/11321-Avenida-Del-Gato-San-Diego-CA-92126/16780909_zpid/,SOLD,Sold,$1.46M,$1.46M,"11321 Avenida Del Gato, San Diego, CA 92126",5.0,3.0,2398.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,eXp Realty of Southern CA,416688000,32.92743,-117.14794,RECENTLY_SOLD,Sold 03/01/2024,16780909.0,11321 Avenida Del Gato,92126,San Diego,CA,32.92743,-117.14794,1460500.0,1709280000000.0,3.0,5.0,2398.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,5492.0,False,False,RECENTLY_SOLD,1460500.0,416688000.0,True,False,False,USD,USA,1121998.0,False,1435000.0,,5200.0,sqft,,,,,,,,,,,,,,,,,,,,
21,16785977,RecentlySold,Non Owner Occupied,https://photos.zillowstatic.com/fp/e8c6eadc75f88a19d7ae807802857e95-p_e.jpg,True,/homedetails/8685-Hebrides-Dr-San-Diego-CA-92126/16785977_zpid/,SOLD,Sold,"$830,000",$830K,"8685 Hebrides Dr, San Diego, CA 92126",3.0,2.0,1244.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Compass,416688000,32.908237,-117.137085,RECENTLY_SOLD,Sold 03/01/2024,16785977.0,8685 Hebrides Dr,92126,San Diego,CA,32.908237,-117.137085,830000.0,1709280000000.0,2.0,3.0,1244.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,3795.0,False,False,RECENTLY_SOLD,830000.0,416688000.0,True,False,False,USD,USA,256873.0,False,796500.0,,,,,,,,,,,,,,,,,,,,,,,
22,,,,https://photos.zillowstatic.com/fp/faf793c0782d8caecd3f287d8368b46a-p_e.jpg,True,"/b/building/32.9664,-117.09675_ll/",SOLD,For Rent,,,"11047 Via San Marco, San Diego, CA",,,,,,,,,False,,False,False,False,False,,False,,,416688000,32.9664,-117.09675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,798.0,,32.9664--117.09675,True,False,4.0,,,,,,,,,,,,
23,16808041,RecentlySold,Non Owner Occupied,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=32.952598571777344,-117.1268081665039&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=BOfAzct_yn0oDHM21eTa7_fkSxE=",,/homedetails/12978-Brome-Way-San-Diego-CA-92129/16808041_zpid/,SOLD,Sold,$1.39M,$1.39M,"12978 Brome Way, San Diego, CA 92129",3.0,2.0,1403.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,"Harvest Realty Development, Inc.",416688000,32.9526,-117.12681,RECENTLY_SOLD,Sold 03/01/2024,16808041.0,12978 Brome Way,92129,San Diego,CA,32.9526,-117.12681,1393888.0,1709280000000.0,2.0,3.0,1403.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,3800.0,False,False,RECENTLY_SOLD,1393888.0,416688000.0,True,False,False,USD,USA,358842.0,False,1386300.0,,,,,,,,,,,,"https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.952598571777344,-117.1268081665039&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=sGDRPmjHNXGxLLhNEsMsIzSVMAo=","https://maps.googleapis.com/maps/api/streetview/metadata?location=32.952598571777344,-117.1268081665039&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=hvJxHxjqNa7Tk8xQP7DFBj4-1OU=",,,,,,,,,,
24,16819337,RecentlySold,Non Owner Occupied,https://photos.zillowstatic.com/fp/1fa5f5e1beac794496f2b0fa4d2356be-p_e.jpg,True,/homedetails/11319-Polaris-Dr-San-Diego-CA-92126/16819337_zpid/,SOLD,Sold,$1.10M,$1.10M,"11319 Polaris Dr, San Diego, CA 92126",3.0,2.0,1275.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Dana Horne Realty,416688000,32.928154,-117.127625,RECENTLY_SOLD,Sold 03/01/2024,16819337.0,11319 Polaris Dr,92126,San Diego,CA,32.928154,-117.127625,1100000.0,1709280000000.0,2.0,3.0,1275.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,3800.0,False,False,RECENTLY_SOLD,1100000.0,416688000.0,True,False,False,USD,USA,69117.0,False,1108400.0,,0.25252525252525254,acres,,,,,,,,,,,,,,,,,,,,
25,,,,https://photos.zillowstatic.com/fp/3e05b9bce786d5bfc046579bcd99e714-p_e.jpg,True,/b/8870-villa-la-jolla-dr-la-jolla-ca-5Xmbfj/,SOLD,For Rent,,,"8870 Villa La Jolla Dr, La Jolla, CA",,,,,,,,,False,,False,False,False,False,,False,,,416688000,32.869774,-117.23507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1243.0,1001734818.0,32.869774--117.23507,True,False,2.0,,,,,,,,,,,,
26,16840238,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/771d38deab4a4164ec2d91a52e0e87cd-p_e.jpg,True,/homedetails/8356-Sugarman-Dr-La-Jolla-CA-92037/16840238_zpid/,SOLD,Sold,$1.45M,$1.45M,"8356 Sugarman Dr, La Jolla, CA 92037",,0.0,,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,Khasim Realty,416688000,32.858456,-117.23875,RECENTLY_SOLD,Sold 03/01/2024,16840238.0,8356 Sugarman Dr,92037,La Jolla,CA,32.858456,-117.23875,1450000.0,1709280000000.0,0.0,,,LOT,RECENTLY_SOLD,-1.0,False,False,7341.0,False,False,RECENTLY_SOLD,1450000.0,416688000.0,True,False,False,USD,USA,1466964.0,False,2289600.0,,0.26,acres,,,,,,,,,,,0.26 acres,,,,,,,,,
27,16873832,RecentlySold,Non Owner Occupied,https://photos.zillowstatic.com/fp/70803adf3de42bd94111393c6a93fe98-p_e.jpg,True,/homedetails/11260-Portobelo-Dr-San-Diego-CA-92124/16873832_zpid/,SOLD,Sold,"$688,000",$688K,"11260 Portobelo Dr, San Diego, CA 92124",2.0,2.0,1090.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Coldwell Banker Realty,416688000,32.84219,-117.083755,RECENTLY_SOLD,Sold 03/01/2024,16873832.0,11260 Portobelo Dr,92124,San Diego,CA,32.84219,-117.083755,688000.0,1709280000000.0,2.0,2.0,1090.0,CONDO,RECENTLY_SOLD,-1.0,False,False,2999.0,False,False,RECENTLY_SOLD,688000.0,416688000.0,True,False,False,USD,USA,355672.0,False,717300.0,,8.4052,acres,,,,,,,,,,,,,,,,,,,,
28,16909022,RecentlySold,Non Owner Occupied,https://photos.zillowstatic.com/fp/8053d2b0f5522485e5c4b493eeeefd48-p_e.jpg,True,/homedetails/4887-Mission-Blvd-San-Diego-CA-92109/16909022_zpid/,SOLD,Sold,$1.78M,$1.78M,"4887 Mission Blvd, San Diego, CA 92109",2.0,2.0,1765.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Berkshire Hathaway HomeServices California Properties,416688000,32.80292,-117.25723,RECENTLY_SOLD,Sold 03/01/2024,16909022.0,4887 Mission Blvd,92109,San Diego,CA,32.80292,-117.25723,1782311.0,1709280000000.0,2.0,2.0,1765.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,6499.0,False,False,RECENTLY_SOLD,1782311.0,416688000.0,True,False,False,USD,USA,183367.0,False,1796700.0,,3800.0,sqft,,,,,,,,,,,,,,,,,,,,
29,16914300,RecentlySold,Non Owner Occupied,https://photos.zillowstatic.com/fp/15e502e879c907ec0de45bfb704b320d-p_e.jpg,True,/homedetails/4087-Mount-Bross-Ave-San-Diego-CA-92111/16914300_zpid/,SOLD,Sold,$1.14M,$1.14M,"4087 Mount Bross Ave, San Diego, CA 92111",3.0,2.0,1158.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,"eXp Realty of California, Inc.",416688000,32.816013,-117.185776,RECENTLY_SOLD,Sold 03/01/2024,16914300.0,4087 Mount Bross Ave,92111,San Diego,CA,32.816013,-117.185776,1140000.0,1709280000000.0,2.0,3.0,1158.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,3900.0,False,False,RECENTLY_SOLD,1140000.0,416688000.0,True,False,False,USD,USA,200931.0,False,1141400.0,,7000.0,sqft,,,,,,,,,,,,,,,,,,,,
