,imgSrc,hasImage,detailUrl,statusType,statusText,price,address,minBeds,minBaths,minArea,lotId,buildingId,isBuilding,canSaveBuilding,has3DModel,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,timeOnZillow,unitCount,latLong.latitude,latLong.longitude,variableData.type,variableData.text,zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,priceLabel,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,hasVideo,visited,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.dateSold,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.timeOnZillow,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,info6String,brokerName,hdpData.homeInfo.videoCount,hdpData.homeInfo.unit,plid,streetViewURL,streetViewMetadataURL,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceReduction,hdpData.homeInfo.priceChange,communityName,builderName,isCdpResult,style,isComingSoonCommunity,availabilityDate,hdpData.homeInfo.isRentalWithBasePrice,lotAreaString,hdpData.homeInfo.listing_sub_type.is_FSBA,hdpData.homeInfo.listing_sub_type.is_openHouse,hdpData.homeInfo.openHouse,hdpData.homeInfo.open_house_info.open_house_showing,hdpData.homeInfo.listing_sub_type.is_forAuction
10,https://photos.zillowstatic.com/fp/69f6ca58d1c202a56c24e857188d9fe4-p_e.jpg,True,"/b/building/37.788013,-122.427925_ll/",SOLD,For Rent,,"1828 Bush St, San Francisco, CA",3.0,1.0,1370.0,,37.788013--122.427925,True,False,False,False,False,False,False,,False,416701000.0,3.0,37.788013,-122.427925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,https://photos.zillowstatic.com/fp/a16a3d68ec629494c3c3415982c3ab2b-p_e.jpg,True,/homedetails/61-Carl-St-San-Francisco-CA-94117/15087907_zpid/,SOLD,Sold,$2.40M,"61 Carl St, San Francisco, CA 94117",,,,,,,,False,False,True,False,False,,False,416701000.0,,37.76564,-122.44913,RECENTLY_SOLD,Sold 03/01/2024,15087907,RecentlySold,Non Owner Occupied,$2.40M,3.0,2.0,2040.0,False,False,RecentlySold,Unknown Listed By,False,False,False,15087907.0,61 Carl St,94117,San Francisco,CA,37.76564,-122.44913,2400000.0,1709280000000.0,2.0,3.0,2040.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,2369600.0,8529.0,False,False,RECENTLY_SOLD,2400000.0,416701000.0,True,False,False,USD,USA,1622573.0,3005.64,sqft,False,Grant Edward Beggs DRE #01976692,Sotheby's International Realty,,,,,,,,,,,,,,,,,,,,,
12,https://photos.zillowstatic.com/fp/44cc9c59b51b55f2b6b9521466583066-p_e.jpg,True,/homedetails/526-18th-Ave-San-Francisco-CA-94121/15095220_zpid/,SOLD,Sold,$1.73M,"526 18th Ave, San Francisco, CA 94121",,,,,,,,False,False,True,False,False,,False,416701000.0,,37.77796,-122.47673,RECENTLY_SOLD,Sold 03/01/2024,15095220,RecentlySold,Non Owner Occupied,$1.73M,3.0,2.0,1650.0,False,False,RecentlySold,Unknown Listed By,False,False,False,15095220.0,526 18th Ave,94121,San Francisco,CA,37.77796,-122.47673,1725000.0,1709280000000.0,2.0,3.0,1650.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1483000.0,5500.0,False,False,RECENTLY_SOLD,1725000.0,416701000.0,True,False,False,USD,USA,98756.0,2996.928,sqft,False,Kara T. Okamoto DRE #01838508,T. Okamoto & Co.,,,,,,,,,,,,,,,,,,,,,
13,https://photos.zillowstatic.com/fp/5d2cba9930a2f958cbb03271de025667-p_e.jpg,True,/homedetails/1345-Ortega-St-San-Francisco-CA-94122/15114761_zpid/,SOLD,Sold,$1.60M,"1345 Ortega St, San Francisco, CA 94122",,,,,,,,False,False,True,False,False,,False,416701000.0,,37.752148,-122.47823,RECENTLY_SOLD,Sold 03/01/2024,15114761,RecentlySold,Non Owner Occupied,$1.60M,5.0,3.0,2175.0,False,False,RecentlySold,Unknown Listed By,False,False,False,15114761.0,1345 Ortega St,94122,San Francisco,CA,37.752148,-122.47823,1600000.0,1709280000000.0,3.0,5.0,2175.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1337100.0,6465.0,False,False,RECENTLY_SOLD,1600000.0,416701000.0,True,False,False,USD,USA,97158.0,1742.4,sqft,False,Jason C. Chan DRE #01320348,BarbCo,,,,,,,,,,,,,,,,,,,,,
14,https://photos.zillowstatic.com/fp/a16a4e55599373d0359fa43f58ee970e-p_e.jpg,True,/homedetails/533-Pacheco-St-San-Francisco-CA-94116/15115312_zpid/,SOLD,Sold,$1.53M,"533 Pacheco St, San Francisco, CA 94116",,,,,,,,False,False,True,False,False,,False,416701000.0,,37.75071,-122.466,RECENTLY_SOLD,Sold 03/01/2024,15115312,RecentlySold,Non Owner Occupied,$1.53M,3.0,2.0,1350.0,False,False,RecentlySold,Unknown Listed By,False,False,False,15115312.0,533 Pacheco St,94116,San Francisco,CA,37.75071,-122.466,1525000.0,1709280000000.0,2.0,3.0,1350.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,,5200.0,False,False,RECENTLY_SOLD,1525000.0,416701000.0,True,False,False,USD,USA,559088.0,2500.344,sqft,False,Jason C. Chan DRE #01320348,BarbCo,,,,,,,,,,,,,,,,,,,,,
15,https://photos.zillowstatic.com/fp/5ac1a1f32125a3834516d2a5f205e59f-p_e.jpg,True,/homedetails/135-Garcia-Ave-San-Francisco-CA-94127/15133978_zpid/,SOLD,Sold,$1.43M,"135 Garcia Ave, San Francisco, CA 94127",,,,,,,,False,False,True,False,False,,False,416701000.0,,37.743668,-122.46076,RECENTLY_SOLD,Sold 03/01/2024,15133978,RecentlySold,Non Owner Occupied,$1.43M,2.0,3.0,2005.0,False,False,RecentlySold,Unknown Listed By,False,False,False,15133978.0,135 Garcia Ave,94127,San Francisco,CA,37.743668,-122.46076,1430000.0,1709280000000.0,3.0,2.0,2005.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1393300.0,6249.0,False,False,RECENTLY_SOLD,1430000.0,416701000.0,True,False,False,USD,USA,126734.0,3598.056,sqft,False,Bert P. Keane DRE #01898466,Vanguard Properties,,,,,,,,,,,,,,,,,,,,,
16,https://photos.zillowstatic.com/fp/d734d0da81ed59e5c3a90d79bfce47e3-p_e.jpg,True,/homedetails/295-Tocoloma-Ave-San-Francisco-CA-94134/15155422_zpid/,SOLD,Sold,$1.14M,"295 Tocoloma Ave, San Francisco, CA 94134",,,,,,,,True,False,True,False,False,,False,416701000.0,,37.711468,-122.39792,RECENTLY_SOLD,Sold 03/01/2024,15155422,RecentlySold,Non Owner Occupied,$1.14M,2.0,1.0,1190.0,False,False,RecentlySold,Unknown Listed By,False,False,False,15155422.0,295 Tocoloma Ave,94134,San Francisco,CA,37.711468,-122.39792,1140000.0,1709280000000.0,1.0,2.0,1190.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1066200.0,3499.0,False,False,PRE_FORECLOSURE,1066200.0,416701000.0,True,False,False,USD,USA,326712.0,2635.38,sqft,False,Isabelle Grotte DRE #01895115,Compass,,,,,,,,,,,,,,,,,,,,,
17,https://photos.zillowstatic.com/fp/c420a312e3472822efddf4557721ffdb-p_e.jpg,True,/homedetails/258-Richland-Ave-San-Francisco-CA-94110/15164357_zpid/,SOLD,Sold,$2.15M,"258 Richland Ave, San Francisco, CA 94110",,,,,,,,False,False,True,False,False,,False,416701000.0,,37.73562,-122.421364,RECENTLY_SOLD,Sold 03/01/2024,15164357,RecentlySold,Non Owner Occupied,$2.15M,4.0,2.0,1642.0,False,False,RecentlySold,Unknown Listed By,False,True,False,15164357.0,258 Richland Ave,94110,San Francisco,CA,37.73562,-122.421364,2150000.0,1709280000000.0,2.0,4.0,1642.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1966300.0,5600.0,False,False,RECENTLY_SOLD,2150000.0,416701000.0,True,False,False,USD,USA,1997160.0,2500.344,sqft,False,Shalini R. Sadda DRE #02004797,City Real Estate,1.0,,,,,,,,,,,,,,,,,,,,
18,https://photos.zillowstatic.com/fp/59494efcae576652d39af491d6a15a51-p_e.jpg,True,/homedetails/551-Raymond-Ave-San-Francisco-CA-94134/15174078_zpid/,SOLD,Sold,$1.16M,"551 Raymond Ave, San Francisco, CA 94134",,,,,,,,False,False,True,False,False,,False,416701000.0,,37.71505,-122.41463,RECENTLY_SOLD,Sold 03/01/2024,15174078,RecentlySold,Non Owner Occupied,$1.16M,3.0,2.0,1536.0,False,False,RecentlySold,Unknown Listed By,False,False,False,15174078.0,551 Raymond Ave,94134,San Francisco,CA,37.71505,-122.41463,1160000.0,1709280000000.0,2.0,3.0,1536.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1074000.0,4674.0,False,False,RECENTLY_SOLD,1160000.0,416701000.0,True,False,False,USD,USA,360647.0,2495.988,sqft,False,Cheryl Yeung DRE #01890397,Golden Star Realty,,,,,,,,,,,,,,,,,,,,,
19,https://photos.zillowstatic.com/fp/d455ffa0614b6efdb392e12f37176489-p_e.jpg,True,/homedetails/678-28th-St-San-Francisco-CA-94131/15182825_zpid/,SOLD,Sold,$1.60M,"678 28th St, San Francisco, CA 94131",,,,,,,,False,False,False,False,False,,False,416701000.0,,37.744907,-122.43738,RECENTLY_SOLD,Sold 03/01/2024,15182825,RecentlySold,Non Owner Occupied,$1.60M,,1.0,1075.0,False,False,RecentlySold,Unknown Listed By,False,False,False,15182825.0,678 28th St,94131,San Francisco,CA,37.744907,-122.43738,1600000.0,1709280000000.0,1.0,,1075.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1547600.0,4485.0,False,False,RECENTLY_SOLD,1600000.0,416701000.0,True,False,False,USD,USA,1167046.0,2848.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,
20,https://photos.zillowstatic.com/fp/1b84d828cfa32ab52e2ae23c6c1f83e5-p_e.jpg,True,/homedetails/8-Carmel-St-San-Francisco-CA-94117/53153324_zpid/,SOLD,Sold,$2.80M,"8 Carmel St, San Francisco, CA 94117",,,,,,,,False,False,True,False,False,,False,416701000.0,,37.761105,-122.44679,RECENTLY_SOLD,Sold 03/01/2024,53153324,RecentlySold,Non Owner Occupied,$2.80M,3.0,4.0,3100.0,False,False,RecentlySold,Unknown Listed By,False,False,False,53153324.0,8 Carmel St,94117,San Francisco,CA,37.761105,-122.44679,2800000.0,1709280000000.0,4.0,3.0,3100.0,CONDO,RECENTLY_SOLD,-1.0,False,False,2900500.0,9094.0,False,False,RECENTLY_SOLD,2800000.0,416701000.0,True,False,False,USD,USA,2093418.0,3057.912,sqft,False,Eric Turner DRE #01435932,Compass,,,,,,,,,,,,,,,,,,,,,
21,https://photos.zillowstatic.com/fp/80e08dd41fa455cc46dd85678469d7b1-p_e.jpg,True,/homedetails/31-Liberty-St-San-Francisco-CA-94110/79842631_zpid/,SOLD,Sold,$2.35M,"31 Liberty St, San Francisco, CA 94110",,,,,,,,False,False,True,False,False,,False,416701000.0,,37.75741,-122.422,RECENTLY_SOLD,Sold 03/01/2024,79842631,RecentlySold,Non Owner Occupied,$2.35M,4.0,3.0,2065.0,False,False,RecentlySold,Unknown Listed By,False,False,False,79842631.0,31 Liberty St,94110,San Francisco,CA,37.75741,-122.422,2350000.0,1709280000000.0,3.0,4.0,2065.0,CONDO,RECENTLY_SOLD,-1.0,False,False,2430100.0,7570.0,False,False,RECENTLY_SOLD,2350000.0,416701000.0,True,False,False,USD,USA,1518528.0,2822.688,sqft,False,Betsy A. Linder DRE #01369691,Compass,,,,,,,,,,,,,,,,,,,,,
22,https://photos.zillowstatic.com/fp/85847689aa982d046a7e4905530b24b4-p_e.jpg,True,"/b/building/37.737583,-122.423256_ll/",SOLD,For Rent,,"68 Patton St, San Francisco, CA",2.0,1.0,730.0,,37.737583--122.423256,True,False,False,False,False,False,False,,False,416701000.0,2.0,37.737583,-122.423256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,https://photos.zillowstatic.com/fp/eda4310d9e12e3c74ee074da3f7f1f04-p_e.jpg,True,/homedetails/1013-Tennessee-St-San-Francisco-CA-94107/114314830_zpid/,SOLD,Sold,$1.75M,"1013 Tennessee St, San Francisco, CA 94107",,,,,,,,False,False,True,False,False,,False,416701000.0,,37.75911,-122.389046,RECENTLY_SOLD,Sold 03/01/2024,114314830,RecentlySold,Non Owner Occupied,$1.75M,3.0,3.0,1605.0,False,False,RecentlySold,Unknown Listed By,False,True,False,114314830.0,1013 Tennessee St,94107,San Francisco,CA,37.75911,-122.389046,1750000.0,1709280000000.0,3.0,3.0,1605.0,CONDO,RECENTLY_SOLD,-1.0,False,False,1772600.0,6490.0,False,False,RECENTLY_SOLD,1750000.0,416701000.0,True,False,False,USD,USA,1715521.0,2500.344,sqft,False,Alan F. Morcos DRE #01401445,Compass,1.0,,,,,,,,,,,,,,,,,,,,
24,https://photos.zillowstatic.com/fp/b2b237b470fb023afa3f6345ada37a06-p_e.jpg,True,/homedetails/608-Peralta-Ave-San-Francisco-CA-94110/121338897_zpid/,SOLD,Sold,"$920,000","608 Peralta Ave, San Francisco, CA 94110",,,,,,,,False,False,False,False,False,,False,416701000.0,,37.74302,-122.40891,RECENTLY_SOLD,Sold 03/01/2024,121338897,RecentlySold,RecentChange,$920K,2.0,1.0,786.0,False,False,RecentlySold,RecentChange,False,False,False,121338897.0,608 Peralta Ave,94110,San Francisco,CA,37.74302,-122.40891,920000.0,1709280000000.0,1.0,2.0,786.0,CONDO,RECENTLY_SOLD,-1.0,False,False,1020100.0,3650.0,False,False,RECENTLY_SOLD,920000.0,416701000.0,True,False,False,USD,USA,967571.0,1750.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,
25,https://photos.zillowstatic.com/fp/7c3e9677168755f984d350f2b7abb030-p_e.jpg,True,"/b/building/37.760223,-122.42307_ll/",SOLD,For Rent,,"3574 19th St, San Francisco, CA",2.0,2.0,1435.0,,37.760223--122.42307,True,False,False,False,False,False,False,,False,416701000.0,2.0,37.760223,-122.42307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,https://photos.zillowstatic.com/fp/7b8f4e91979ae253e2af752b94af274b-p_e.jpg,True,/homedetails/1570-1572-Kirkwood-Ave-San-Francisco-CA-94124/332861330_zpid/,SOLD,Sold,"$832,500","1570-1572 Kirkwood Ave, San Francisco, CA 94124",,,,,,,,False,False,True,False,False,,False,416701000.0,,37.737938,-122.389015,RECENTLY_SOLD,Sold 03/01/2024,332861330,RecentlySold,Non Owner Occupied,$833K,7.0,4.0,3070.0,False,False,RecentlySold,Unknown Listed By,False,False,False,332861330.0,1570-1572 Kirkwood Ave,94124,San Francisco,CA,37.737938,-122.389015,832500.0,1709280000000.0,4.0,7.0,3070.0,MULTI_FAMILY,RECENTLY_SOLD,-1.0,False,False,920200.0,9499.0,False,False,RECENTLY_SOLD,832500.0,416701000.0,True,False,False,USD,USA,514045.0,2495.988,sqft,False,Rhanda Salma DRE #01410815,Salma & Company,,,,,,,,,,,,,,,,,,,,,
27,https://photos.zillowstatic.com/fp/e0946626be74ad91fe12bc216d5fbe3b-p_e.jpg,True,/b/3310-mission-st-san-francisco-ca-9NKQC5/,SOLD,For Rent,,"3310 Mission St, San Francisco, CA",1.0,1.0,517.0,2082906360.0,37.743793--122.42137,True,False,False,False,False,False,False,,False,416701000.0,9.0,37.743793,-122.42137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,https://photos.zillowstatic.com/fp/2abd3f7ec3e697dbb4653247cf714efa-p_e.jpg,True,/b/goldmine-hill-condominiums-san-francisco-ca-5bCTjN/,SOLD,For Rent,,"60 Ora Way, San Francisco, CA",0.0,1.0,409.0,1015720773.0,37.741013--122.438,True,False,True,False,False,False,False,,False,416701000.0,8.0,37.741013,-122.438,3D_HOME,3D Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,https://photos.zillowstatic.com/fp/102a2570000e95f6906d12b3d5f9bb3b-p_e.jpg,True,/homedetails/305-Chestnut-St-San-Francisco-CA-94133/15064379_zpid/,SOLD,Sold,$1.90M,"305 Chestnut St, San Francisco, CA 94133",,,,,,,,False,False,True,False,False,,False,503101000.0,,37.804184,-122.40848,RECENTLY_SOLD,Sold 02/29/2024,15064379,RecentlySold,Non Owner Occupied,$1.90M,2.0,1.0,972.0,False,False,RecentlySold,Unknown Listed By,False,False,False,15064379.0,305 Chestnut St,94133,San Francisco,CA,37.804184,-122.40848,1900000.0,1709193600000.0,1.0,2.0,972.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1420700.0,3998.0,False,False,RECENTLY_SOLD,1900000.0,503101000.0,True,False,False,USD,USA,56341.0,936.54,sqft,False,James M. Shinbori DRE #01397249,Compass,,,,,,,,,,,,,,,,,,,,,
