,zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,imgSrc,hasImage,detailUrl,statusType,statusText,price,priceLabel,address,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,visited,info3String,brokerName,timeOnZillow,latLong.latitude,latLong.longitude,variableData.type,variableData.text,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.dateSold,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.timeOnZillow,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,streetViewURL,streetViewMetadataURL,hdpData.homeInfo.listing_sub_type.is_FSBA,hdpData.homeInfo.unit,minBeds,minBaths,minArea,lotId,buildingId,isBuilding,canSaveBuilding,unitCount,badgeInfo.type,badgeInfo.text,hdpData.homeInfo.isRentalWithBasePrice,lotAreaString,hdpData.homeInfo.videoCount,availabilityDate,buildingName,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceReduction,hdpData.homeInfo.priceChange,plid,hdpData.homeInfo.listing_sub_type.is_FSBO
10,10248332,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/bae3afd8d4c5960fb0f095b2c024ae92-p_e.jpg,True,/homedetails/2256-N-Van-Pelt-St-Philadelphia-PA-19132/10248332_zpid/,SOLD,Sold,"$224,000",$224K,"2256 N Van Pelt St, Philadelphia, PA 19132",4.0,3.0,1462.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,KW Empower,157471000,39.98917,-75.16836,RECENTLY_SOLD,Sold 03/04/2024,10248332.0,2256 N Van Pelt St,19132,Philadelphia,PA,39.98917,-75.16836,224000.0,1709539200000.0,3.0,4.0,1462.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,211000.0,1800.0,False,False,RECENTLY_SOLD,224000.0,157471000.0,True,False,False,USD,USA,163400.0,1120.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,
11,10257388,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/81e400d235e4b45ab9cf97a0ce359cf5-p_e.jpg,True,/homedetails/1615-E-Berks-St-Philadelphia-PA-19125/10257388_zpid/,SOLD,Sold,"$490,000",$490K,"1615 E Berks St, Philadelphia, PA 19125",2.0,2.0,1150.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,Compass RE,157471000,39.977013,-75.12936,RECENTLY_SOLD,Sold 03/04/2024,10257388.0,1615 E Berks St,19125,Philadelphia,PA,39.977013,-75.12936,490000.0,1709539200000.0,2.0,2.0,1150.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,461000.0,2299.0,False,False,RECENTLY_SOLD,490000.0,157471000.0,True,False,False,USD,USA,271500.0,971.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,
12,10280811,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/8e6bee38670e57e9f2c8f63195ef85ab-p_e.jpg,True,/homedetails/6653-Ross-St-Philadelphia-PA-19119/10280811_zpid/,SOLD,Sold,"$223,000",$223K,"6653 Ross St, Philadelphia, PA 19119",3.0,2.0,1064.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,RE/MAX Access,157471000,40.052788,-75.182884,RECENTLY_SOLD,Sold 03/04/2024,10280811.0,6653 Ross St,19119,Philadelphia,PA,40.052788,-75.182884,223000.0,1709539200000.0,2.0,3.0,1064.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,,2199.0,False,False,RECENTLY_SOLD,223000.0,157471000.0,True,False,False,USD,USA,185400.0,1011.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,
13,10283415,RecentlySold,RecentChange,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=40.06187057495117,-75.17969512939453&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Fzv_uoq_Oxwl5BQEzqkEsqs4hzE=",,/homedetails/6835-Ardleigh-St-Philadelphia-PA-19119/10283415_zpid/,SOLD,Sold,"$460,000",$460K,"6835 Ardleigh St, Philadelphia, PA 19119",3.0,1.0,1790.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,Compass RE,157471000,40.06187,-75.179695,RECENTLY_SOLD,Sold 03/04/2024,10283415.0,6835 Ardleigh St,19119,Philadelphia,PA,40.06187,-75.179695,460000.0,1709539200000.0,1.0,3.0,1790.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,461200.0,2600.0,False,False,RECENTLY_SOLD,460000.0,157471000.0,True,False,False,USD,USA,435900.0,5861.0,sqft,False,"https://maps.googleapis.com/maps/api/streetview?size=575x242&location=40.06187057495117,-75.17969512939453&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=zRDHGy74QMi5zw3QRe4dctL9-Ig=","https://maps.googleapis.com/maps/api/streetview/metadata?location=40.06187057495117,-75.17969512939453&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=BZxP6-OdkRg6qCRrqsLQnRXzcWI=",,,,,,,,,,,,,,,,,,,,,,
14,10284291,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/f3b81c6a34fe712361c1c86f9f8c51be-p_e.jpg,True,/homedetails/221-Pelham-Rd-Philadelphia-PA-19119/10284291_zpid/,SOLD,Sold,"$700,000",$700K,"221 Pelham Rd, Philadelphia, PA 19119",5.0,3.0,3023.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,Elfant Wissahickon-Rittenhouse Square,157471000,40.049213,-75.1888,RECENTLY_SOLD,Sold 03/04/2024,10284291.0,221 Pelham Rd,19119,Philadelphia,PA,40.049213,-75.1888,700000.0,1709539200000.0,3.0,5.0,3023.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,625200.0,3300.0,False,False,RECENTLY_SOLD,700000.0,157471000.0,True,False,False,USD,USA,549500.0,9482.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,
15,10294939,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/8701510ad5d8d0002dc706b1766f1ee3-p_e.jpg,True,/homedetails/2711-E-Ann-St-Philadelphia-PA-19134/10294939_zpid/,SOLD,Sold,"$325,000",$325K,"2711 E Ann St, Philadelphia, PA 19134",5.0,1.0,1530.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,RE/MAX One Realty,157471000,39.98093,-75.10805,RECENTLY_SOLD,Sold 03/04/2024,10294939.0,2711 E Ann St,19134,Philadelphia,PA,39.98093,-75.10805,325000.0,1709539200000.0,1.0,5.0,1530.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,338700.0,1695.0,False,False,RECENTLY_SOLD,325000.0,157471000.0,True,False,False,USD,USA,242100.0,805.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,
16,10295420,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/d08f4195539b259507b2947cfa441be5-p_e.jpg,True,/homedetails/2722-E-Allegheny-Ave-Philadelphia-PA-19134/10295420_zpid/,SOLD,Sold,"$157,000",$157K,"2722 E Allegheny Ave, Philadelphia, PA 19134",2.0,1.0,1118.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,BHHS Fox & Roach-Center City Walnut,157471000,39.983517,-75.10232,RECENTLY_SOLD,Sold 03/04/2024,10295420.0,2722 E Allegheny Ave,19134,Philadelphia,PA,39.983517,-75.10232,157000.0,1709539200000.0,1.0,2.0,1118.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,,1550.0,False,False,RECENTLY_SOLD,157000.0,157471000.0,True,False,False,USD,USA,204200.0,767.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,
17,10300622,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/8f9d1e60c6ea90b105ec28b648553bb3-p_e.jpg,True,/homedetails/3032-Memphis-St-Philadelphia-PA-19134/10300622_zpid/,SOLD,Sold,"$160,000",$160K,"3032 Memphis St, Philadelphia, PA 19134",3.0,2.0,1036.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,Franklin Investment Realty,157471000,39.98689,-75.11107,RECENTLY_SOLD,Sold 03/04/2024,10300622.0,3032 Memphis St,19134,Philadelphia,PA,39.98689,-75.11107,160000.0,1709539200000.0,2.0,3.0,1036.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,161200.0,1599.0,False,False,RECENTLY_SOLD,160000.0,157471000.0,True,False,False,USD,USA,125300.0,799.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,
18,10300664,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/6b449a2d0232f53200e26d63c929eb81-p_e.jpg,True,/homedetails/3130-Memphis-St-Philadelphia-PA-19134/10300664_zpid/,SOLD,Sold,"$231,900",$232K,"3130 Memphis St, Philadelphia, PA 19134",3.0,2.0,948.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,Coldwell Banker Realty,157471000,39.988228,-75.108505,RECENTLY_SOLD,Sold 03/04/2024,10300664.0,3130 Memphis St,19134,Philadelphia,PA,39.988228,-75.108505,231900.0,1709539200000.0,2.0,3.0,948.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,229400.0,1599.0,False,False,RECENTLY_SOLD,231900.0,157471000.0,True,False,False,USD,USA,186500.0,690.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,
19,10324072,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/c1d14a587a176b0f8fe14c00d0d79631-p_e.jpg,True,/homedetails/2459-Gaul-St-Philadelphia-PA-19125/10324072_zpid/,SOLD,Sold,"$530,000",$530K,"2459 Gaul St, Philadelphia, PA 19125",3.0,3.0,2100.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,Coldwell Banker Realty,157471000,39.978096,-75.121895,RECENTLY_SOLD,Sold 03/04/2024,10324072.0,2459 Gaul St,19125,Philadelphia,PA,39.978096,-75.121895,530000.0,1709539200000.0,3.0,3.0,2100.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,551500.0,2850.0,False,False,RECENTLY_SOLD,530000.0,157471000.0,True,False,False,USD,USA,235700.0,840.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,
20,10327881,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/afe95f4bd4d526ae7431bb7e2f72c738-p_e.jpg,True,/homedetails/1612-Fontain-St-Philadelphia-PA-19121/10327881_zpid/,SOLD,Sold,"$300,000",$300K,"1612 Fontain St, Philadelphia, PA 19121",6.0,3.0,1768.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,KW Empower,157471000,39.984467,-75.16071,RECENTLY_SOLD,Sold 03/04/2024,10327881.0,1612 Fontain St,19121,Philadelphia,PA,39.984467,-75.16071,300000.0,1709539200000.0,3.0,6.0,1768.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,299400.0,2500.0,False,False,RECENTLY_SOLD,300000.0,157471000.0,True,False,False,USD,USA,371100.0,928.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,
21,10330949,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/dcc6ba8b44c6504ab9a7556ebfbf7d37-p_e.jpg,True,/homedetails/2017-N-Marston-St-Philadelphia-PA-19121/10330949_zpid/,SOLD,Sold,"$100,000",$100K,"2017 N Marston St, Philadelphia, PA 19121",3.0,1.0,1060.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,"Long & Foster Real Estate, Inc.",157471000,39.98713,-75.17866,RECENTLY_SOLD,Sold 03/04/2024,10330949.0,2017 N Marston St,19121,Philadelphia,PA,39.98713,-75.17866,100000.0,1709539200000.0,1.0,3.0,1060.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,,1450.0,False,False,RECENTLY_SOLD,100000.0,157471000.0,True,False,False,USD,USA,50000.0,725.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,
22,10332722,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/0fa2b56cbd5e46090c8d09e37df18021-p_e.jpg,True,/homedetails/1641-N-Newkirk-St-Philadelphia-PA-19121/10332722_zpid/,SOLD,Sold,"$345,000",$345K,"1641 N Newkirk St, Philadelphia, PA 19121",3.0,4.0,2000.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/3c0b241c63af930483095615f244c283-zillow_web_48_23.jpg,Keller Williams Main Line,157471000,39.981182,-75.18077,RECENTLY_SOLD,Sold 03/04/2024,10332722.0,1641 N Newkirk St,19121,Philadelphia,PA,39.981182,-75.18077,345000.0,1709539200000.0,4.0,3.0,2000.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,334100.0,2250.0,False,False,RECENTLY_SOLD,345000.0,157471000.0,True,False,False,USD,USA,79200.0,793.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,
