,zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,imgSrc,hasImage,detailUrl,statusType,statusText,price,priceLabel,address,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,visited,timeOnZillow,latLong.latitude,latLong.longitude,variableData.type,variableData.text,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.dateSold,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.timeOnZillow,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,info6String,brokerName,hdpData.homeInfo.unit,hdpData.homeInfo.videoCount,streetViewURL,streetViewMetadataURL,minBeds,minBaths,minArea,lotId,buildingId,isBuilding,canSaveBuilding,unitCount,lotAreaString,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceChange,availabilityDate,hdpData.homeInfo.isRentalWithBasePrice,plid,hdpData.homeInfo.listing_sub_type.is_FSBA,hdpData.homeInfo.listing_sub_type.is_openHouse,hdpData.homeInfo.openHouse,hdpData.homeInfo.open_house_info.open_house_showing,hdpData.homeInfo.priceReduction,isR4R,hdpData.homeInfo.rentalMarketingSubType
10,19729844,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/511383a08920bf69b03fb7df2a7a5474-p_e.jpg,True,/homedetails/2130-Bayhaven-Dr-San-Jose-CA-95122/19729844_zpid/,SOLD,Sold,"$999,900",$1M,"2130 Bayhaven Dr, San Jose, CA 95122",4.0,3.0,1783.0,False,False,RecentlySold,RecentChange,False,False,False,False,False,False,False,,False,False,157512000.0,37.33194,-121.82217,RECENTLY_SOLD,Sold 03/04/2024,19729844.0,2130 Bayhaven Dr,95122,San Jose,CA,37.33194,-121.82217,999900.0,1709539200000.0,3.0,4.0,1783.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1268100.0,4200.0,False,False,RECENTLY_SOLD,999900.0,157512000.0,True,False,False,USD,USA,893703.0,5589.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,19731106,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/ba4ebbce80620189b678636bb192eb1f-p_e.jpg,True,/homedetails/1748-Home-Gate-Dr-San-Jose-CA-95148/19731106_zpid/,SOLD,Sold,$1.08M,$1.08M,"1748 Home Gate Dr, San Jose, CA 95148",3.0,3.0,1376.0,False,False,RecentlySold,RecentChange,False,False,False,False,False,False,False,,False,False,157512000.0,37.340965,-121.81909,RECENTLY_SOLD,Sold 03/04/2024,19731106.0,1748 Home Gate Dr,95148,San Jose,CA,37.340965,-121.81909,1075000.0,1709539200000.0,3.0,3.0,1376.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1034400.0,3699.0,False,False,RECENTLY_SOLD,1075000.0,157512000.0,True,False,False,USD,USA,397984.0,2614.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,19733654,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/5b44b8e8ccb8b44653cfa87471db1e31-p_e.jpg,True,/homedetails/713-River-Park-Dr-San-Jose-CA-95111/19733654_zpid/,SOLD,Sold,$1.37M,$1.37M,"713 River Park Dr, San Jose, CA 95111",4.0,2.0,1572.0,False,False,RecentlySold,RecentChange,False,False,True,False,False,False,False,,False,False,157512000.0,37.283115,-121.81861,RECENTLY_SOLD,Sold 03/04/2024,19733654.0,713 River Park Dr,95111,San Jose,CA,37.283115,-121.81861,1365000.0,1709539200000.0,2.0,4.0,1572.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1436200.0,3999.0,False,False,RECENTLY_SOLD,1365000.0,157512000.0,True,False,False,USD,USA,1234200.0,5663.0,sqft,False,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
13,19770782,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/563cd54b4d3e9dd5ce2ee490863101f6-p_e.jpg,True,/homedetails/1480-Mardan-Dr-San-Jose-CA-95132/19770782_zpid/,SOLD,Sold,$1.66M,$1.66M,"1480 Mardan Dr, San Jose, CA 95132",3.0,2.0,1277.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,False,False,False,,False,False,157512000.0,37.40657,-121.854324,RECENTLY_SOLD,Sold 03/04/2024,19770782.0,1480 Mardan Dr,95132,San Jose,CA,37.40657,-121.854324,1655000.0,1709539200000.0,2.0,3.0,1277.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1535400.0,3834.0,False,False,RECENTLY_SOLD,1655000.0,157512000.0,True,False,False,USD,USA,72996.0,5663.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,19793316,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/47542b2b9cc6b7910444ae56870552ee-p_e.jpg,True,/homedetails/3118-Remington-Way-San-Jose-CA-95148/19793316_zpid/,SOLD,Sold,$1.53M,$1.53M,"3118 Remington Way, San Jose, CA 95148",4.0,2.0,1706.0,False,False,RecentlySold,RecentChange,False,False,False,False,False,False,False,,False,False,157512000.0,37.323505,-121.78673,RECENTLY_SOLD,Sold 03/04/2024,19793316.0,3118 Remington Way,95148,San Jose,CA,37.323505,-121.78673,1525000.0,1709539200000.0,2.0,4.0,1706.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1162100.0,4298.0,False,False,RECENTLY_SOLD,1525000.0,157512000.0,True,False,False,USD,USA,78768.0,6098.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,19799889,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/9676e3f20652eea0622ed0e5d31c2053-p_e.jpg,True,/homedetails/3420-Lake-Lesina-Dr-San-Jose-CA-95135/19799889_zpid/,SOLD,Sold,"$922,000",$922K,"3420 Lake Lesina Dr, San Jose, CA 95135",2.0,2.0,1679.0,False,False,RecentlySold,RecentChange,False,False,False,False,False,False,False,,False,False,157512000.0,37.288277,-121.75874,RECENTLY_SOLD,Sold 03/04/2024,19799889.0,3420 Lake Lesina Dr,95135,San Jose,CA,37.288277,-121.75874,922000.0,1709539200000.0,2.0,2.0,1679.0,CONDO,RECENTLY_SOLD,-1.0,False,False,926400.0,3599.0,False,False,PRE_FORECLOSURE,926400.0,157512000.0,True,False,False,USD,USA,363027.0,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,300480149,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/d3fc7c4e6d44268fc8b49b80c54a35c9-p_e.jpg,True,/homedetails/1907-Nevets-Ln-San-Jose-CA-95133/300480149_zpid/,SOLD,Sold,$1.29M,$1.29M,"1907 Nevets Ln, San Jose, CA 95133",3.0,3.0,1608.0,False,False,RecentlySold,RecentChange,False,False,False,False,False,False,False,,False,False,157512000.0,37.367992,-121.86594,RECENTLY_SOLD,Sold 03/04/2024,300480149.0,1907 Nevets Ln,95133,San Jose,CA,37.367992,-121.86594,1290888.0,1709539200000.0,3.0,3.0,1608.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,1134900.0,3900.0,False,False,RECENTLY_SOLD,1290888.0,157512000.0,True,False,False,USD,USA,1145000.0,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,300480593,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/f834b9ef278d914cc9ceb4915d322b59-p_e.jpg,True,/homedetails/1032-Abruzzo-Ln-UNIT-3-San-Jose-CA-95131/300480593_zpid/,SOLD,Sold,$1.04M,$1.04M,"1032 Abruzzo Ln UNIT 3, San Jose, CA 95131",2.0,2.0,1371.0,False,False,RecentlySold,RecentChange,False,False,False,False,False,False,False,,False,False,157512000.0,37.37225,-121.879234,RECENTLY_SOLD,Sold 03/04/2024,300480593.0,1032 Abruzzo Ln UNIT 3,95131,San Jose,CA,37.37225,-121.879234,1035000.0,1709539200000.0,2.0,2.0,1371.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,1020100.0,3399.0,False,False,RECENTLY_SOLD,1035000.0,157512000.0,True,False,False,USD,USA,963195.0,,,False,,,Unit 3,,,,,,,,,,,,,,,,,,,,,,,,
18,19575542,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/a902fcfba0302340118e69f9a35bf8c0-p_e.jpg,True,/homedetails/1356-Hester-Ave-San-Jose-CA-95126/19575542_zpid/,SOLD,Sold,$1.45M,$1.45M,"1356 Hester Ave, San Jose, CA 95126",3.0,2.0,1300.0,False,False,RecentlySold,RecentChange,False,False,False,False,False,False,False,,False,False,416712000.0,37.3303,-121.918465,RECENTLY_SOLD,Sold 03/01/2024,19575542.0,1356 Hester Ave,95126,San Jose,CA,37.3303,-121.918465,1448000.0,1709280000000.0,2.0,3.0,1300.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1474300.0,4008.0,False,False,RECENTLY_SOLD,1448000.0,416712000.0,True,False,False,USD,USA,1020000.0,3485.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19575774,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/968bfd6db12f82eae9a0a0763c029619-p_e.jpg,True,/homedetails/1377-Yosemite-Ave-San-Jose-CA-95126/19575774_zpid/,SOLD,Sold,$2.40M,$2.40M,"1377 Yosemite Ave, San Jose, CA 95126",5.0,3.0,3032.0,False,False,RecentlySold,RecentChange,False,False,False,False,False,False,False,,False,False,416712000.0,37.327244,-121.91524,RECENTLY_SOLD,Sold 03/01/2024,19575774.0,1377 Yosemite Ave,95126,San Jose,CA,37.327244,-121.91524,2400000.0,1709280000000.0,3.0,5.0,3032.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,2433700.0,6499.0,False,False,RECENTLY_SOLD,2400000.0,416712000.0,True,False,False,USD,USA,873948.0,6720.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,19577403,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/1b1bb2bf1fcec1217b2013f4c44fe29e-p_e.jpg,True,/homedetails/914-Harliss-Ave-San-Jose-CA-95110/19577403_zpid/,SOLD,Sold,"$930,000",$930K,"914 Harliss Ave, San Jose, CA 95110",2.0,2.0,996.0,False,False,RecentlySold,RecentChange,False,False,False,False,False,False,False,,False,False,416712000.0,37.31877,-121.887115,RECENTLY_SOLD,Sold 03/01/2024,19577403.0,914 Harliss Ave,95110,San Jose,CA,37.31877,-121.887115,930000.0,1709280000000.0,2.0,2.0,996.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,878300.0,3099.0,False,False,RECENTLY_SOLD,930000.0,416712000.0,True,False,False,USD,USA,673200.0,5510.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,19581783,RecentlySold,Non Owner Occupied,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=37.33665466308594,-121.92925262451172&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=71COx7zpETR55B4L9K4iyfSynZA=",,/homedetails/1472-Burrell-Ct-San-Jose-CA-95126/19581783_zpid/,SOLD,Sold,"$915,000",$915K,"1472 Burrell Ct, San Jose, CA 95126",2.0,2.0,1260.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,False,False,False,,False,False,416712000.0,37.336655,-121.92925,RECENTLY_SOLD,Sold 03/01/2024,19581783.0,1472 Burrell Ct,95126,San Jose,CA,37.336655,-121.92925,915000.0,1709280000000.0,2.0,2.0,1260.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1427500.0,3569.0,False,False,RECENTLY_SOLD,915000.0,416712000.0,True,False,False,USD,USA,396786.0,5220.0,sqft,False,,,,,"https://maps.googleapis.com/maps/api/streetview?size=575x242&location=37.33665466308594,-121.92925262451172&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=bKaAv-V4vRSnCJzzqJHi6pf5dpI=","https://maps.googleapis.com/maps/api/streetview/metadata?location=37.33665466308594,-121.92925262451172&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Yx4Qz2iuPnDtu3Yj0AdA-JUCEGs=",,,,,,,,,,,,,,,,,,,,,
22,19641960,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/fb10c92a482162085c1b05d8ceaa6564-p_e.jpg,True,/homedetails/6324-Bollinger-Rd-San-Jose-CA-95129/19641960_zpid/,SOLD,Sold,$2.36M,$2.36M,"6324 Bollinger Rd, San Jose, CA 95129",3.0,2.0,1485.0,False,False,RecentlySold,RecentChange,False,False,False,False,False,False,False,,False,False,416712000.0,37.310066,-122.01414,RECENTLY_SOLD,Sold 03/01/2024,19641960.0,6324 Bollinger Rd,95129,San Jose,CA,37.310066,-122.01414,2356200.0,1709280000000.0,2.0,3.0,1485.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,2419600.0,4395.0,False,False,RECENTLY_SOLD,2356200.0,416712000.0,True,False,False,USD,USA,118510.0,6970.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,19649459,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/27aa6935e265ef4bb9ee718e43fa07ad-p_e.jpg,True,/homedetails/1255-Happy-Valley-Ave-San-Jose-CA-95129/19649459_zpid/,SOLD,Sold,$2.62M,$2.62M,"1255 Happy Valley Ave, San Jose, CA 95129",3.0,2.0,2016.0,False,False,RecentlySold,RecentChange,False,False,False,False,False,False,False,,False,False,416712000.0,37.302296,-121.993805,RECENTLY_SOLD,Sold 03/01/2024,19649459.0,1255 Happy Valley Ave,95129,San Jose,CA,37.302296,-121.993805,2620000.0,1709280000000.0,2.0,3.0,2016.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,2554800.0,5164.0,False,False,RECENTLY_SOLD,2620000.0,416712000.0,True,False,False,USD,USA,114970.0,8250.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,19674515,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/41ee4c03c07420ca7fba20449efe03b4-p_e.jpg,True,/homedetails/14570-Wyrick-Ave-San-Jose-CA-95124/19674515_zpid/,SOLD,Sold,$1.80M,$1.80M,"14570 Wyrick Ave, San Jose, CA 95124",3.0,1.0,1006.0,False,False,RecentlySold,RecentChange,False,False,False,False,False,False,False,,False,False,416712000.0,37.25697,-121.92374,RECENTLY_SOLD,Sold 03/01/2024,19674515.0,14570 Wyrick Ave,95124,San Jose,CA,37.25697,-121.92374,1800000.0,1709280000000.0,1.0,3.0,1006.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1867600.0,3594.0,False,False,RECENTLY_SOLD,1800000.0,416712000.0,True,False,False,USD,USA,83656.0,10454.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,19677752,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/4485ddca60dfff79a3c281530d3c78f2-p_e.jpg,True,/homedetails/2273-Stratford-Dr-San-Jose-CA-95124/19677752_zpid/,SOLD,Sold,$1.89M,$1.89M,"2273 Stratford Dr, San Jose, CA 95124",4.0,2.0,1628.0,False,False,RecentlySold,RecentChange,False,False,False,False,False,False,False,,False,False,416712000.0,37.25902,-121.94176,RECENTLY_SOLD,Sold 03/01/2024,19677752.0,2273 Stratford Dr,95124,San Jose,CA,37.25902,-121.94176,1889000.0,1709280000000.0,2.0,4.0,1628.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,1779400.0,4700.0,False,False,RECENTLY_SOLD,1889000.0,416712000.0,True,False,False,USD,USA,90600.0,6098.0,sqft,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
