,zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,imgSrc,hasImage,detailUrl,statusType,statusText,price,priceLabel,address,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,visited,info3String,brokerName,latLong.latitude,latLong.longitude,variableData.type,variableData.text,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.dateSold,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,hdpData.homeInfo.listing_sub_type.is_FSBA,hdpData.homeInfo.videoCount,minBeds,minBaths,minArea,lotId,buildingId,isBuilding,canSaveBuilding,timeOnZillow,unitCount,availabilityDate,hdpData.homeInfo.isRentalWithBasePrice,hdpData.homeInfo.timeOnZillow,hdpData.homeInfo.unit,plid,lotAreaString,hdpData.homeInfo.listing_sub_type.is_FSBO,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceReduction,hdpData.homeInfo.priceChange
10,47154043,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/4ddf163b93456ba47ca4db1b9ef38721-p_e.jpg,True,/homedetails/1541-Glen-Hollow-Ln-S-Dunedin-FL-34698/47154043_zpid/,SOLD,Sold,"$775,000",$775K,"1541 Glen Hollow Ln S, Dunedin, FL 34698",4.0,3.0,2656.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,CENTURY 21 INTEGRA,28.035027,-82.7634,RECENTLY_SOLD,Sold 03/05/2024,47154043.0,1541 Glen Hollow Ln S,34698,Dunedin,FL,28.035027,-82.7634,775000.0,1709625600000.0,3.0,4.0,2656.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,798900.0,3800.0,False,False,RECENTLY_SOLD,775000.0,True,False,False,USD,USA,515626.0,0.27550505050505053,acres,False,,,,,,,,,,,,,,,,,,,,,
11,47246864,RecentlySold,Non Owner Occupied,https://photos.zillowstatic.com/fp/984e679e8c78d5d9da509472123f79b3-p_e.jpg,True,/homedetails/2385-Anthony-Ave-Clearwater-FL-33759/47246864_zpid/,SOLD,Sold,"$840,000",$840K,"2385 Anthony Ave, Clearwater, FL 33759",4.0,3.0,2899.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,BHHS FLORIDA PROPERTIES GROUP,28.008244,-82.715416,RECENTLY_SOLD,Sold 03/05/2024,47246864.0,2385 Anthony Ave,33759,Clearwater,FL,28.008244,-82.715416,840000.0,1709625600000.0,3.0,4.0,2899.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,828000.0,4500.0,False,False,FOR_SALE,865000.0,True,False,False,USD,USA,548811.0,0.2534894398530762,acres,False,True,,,,,,,,,,,,,,,,,,,,
12,47362157,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/489c572184ce2a03a92bc565fe454a72-p_e.jpg,True,/homedetails/6106-Morningdale-Ave-Lakeland-FL-33813/47362157_zpid/,SOLD,Sold,"$268,223",$268K,"6106 Morningdale Ave, Lakeland, FL 33813",3.0,2.0,1428.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,KELLER WILLIAMS REALTY SMART,27.954756,-81.95192,RECENTLY_SOLD,Sold 03/05/2024,47362157.0,6106 Morningdale Ave,33813,Lakeland,FL,27.954756,-81.95192,268223.0,1709625600000.0,2.0,3.0,1428.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,274500.0,1900.0,False,False,RECENTLY_SOLD,268223.0,True,False,False,USD,USA,219329.0,6913.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
13,53733424,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/4eba903cc20000cb5ebd1319626522f2-p_e.jpg,True,/homedetails/22414-Red-Jacket-Ln-Land-O-Lakes-FL-34639/53733424_zpid/,SOLD,Sold,"$410,000",$410K,"22414 Red Jacket Ln, Land O Lakes, FL 34639",4.0,2.0,1956.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,CENTURY 21 BE3,28.217022,-82.45058,RECENTLY_SOLD,Sold 03/05/2024,53733424.0,22414 Red Jacket Ln,34639,Land O Lakes,FL,28.217022,-82.45058,410000.0,1709625600000.0,2.0,4.0,1956.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,396100.0,2500.0,False,False,RECENTLY_SOLD,410000.0,True,False,False,USD,USA,298404.0,0.35849403122130397,acres,False,,,,,,,,,,,,,,,,,,,,,
14,60283048,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/27d923d3a40ce7b8187135019f7d6ec3-p_e.jpg,True,/homedetails/4503-Roundview-Ct-Land-O-Lakes-FL-34639/60283048_zpid/,SOLD,Sold,"$370,000",$370K,"4503 Roundview Ct, Land O Lakes, FL 34639",4.0,2.0,1490.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,REST EASY REALTY POWERED BY SELLSTATE,28.223433,-82.441864,RECENTLY_SOLD,Sold 03/05/2024,60283048.0,4503 Roundview Ct,34639,Land O Lakes,FL,28.223433,-82.441864,370000.0,1709625600000.0,2.0,4.0,1490.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,364400.0,2249.0,False,False,RECENTLY_SOLD,370000.0,True,False,False,USD,USA,238510.0,7006.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
15,66723682,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/f6789d03c56a9cd965990f8eb34e397d-p_e.jpg,True,/homedetails/12743-Bramfield-Dr-Riverview-FL-33579/66723682_zpid/,SOLD,Sold,"$460,000",$460K,"12743 Bramfield Dr, Riverview, FL 33579",5.0,3.0,2071.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,FINE PROPERTIES,27.807018,-82.321365,RECENTLY_SOLD,Sold 03/05/2024,66723682.0,12743 Bramfield Dr,33579,Riverview,FL,27.807018,-82.321365,460000.0,1709625600000.0,3.0,5.0,2071.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,460100.0,2530.0,False,False,RECENTLY_SOLD,460000.0,True,False,False,USD,USA,291670.0,8665.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
16,125969791,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/9f780ec2f726b7a5a365146e788f82f4-p_e.jpg,True,/homedetails/16719-Magnolia-Reserve-Pl-Wimauma-FL-33598/125969791_zpid/,SOLD,Sold,"$319,000",$319K,"16719 Magnolia Reserve Pl, Wimauma, FL 33598",3.0,2.0,1561.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,EZ CHOICE REALTY,27.70556,-82.33406,RECENTLY_SOLD,Sold 03/05/2024,125969791.0,16719 Magnolia Reserve Pl,33598,Wimauma,FL,27.70556,-82.33406,319000.0,1709625600000.0,2.0,3.0,1561.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,312100.0,2194.0,False,False,RECENTLY_SOLD,319000.0,True,False,False,USD,USA,234711.0,9326.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
17,332847379,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/ae4ff99070e7967b34a0dfbf2c8d4cd3-p_e.jpg,True,/homedetails/10911-Quickwater-Ct-Riverview-FL-33569/332847379_zpid/,SOLD,Sold,"$333,580",$334K,"10911 Quickwater Ct, Riverview, FL 33569",3.0,3.0,1675.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,SUNRISE HOMES REALTY,27.859331,-82.32196,RECENTLY_SOLD,Sold 03/05/2024,332847379.0,10911 Quickwater Ct,33569,Riverview,FL,27.859331,-82.32196,333580.0,1709625600000.0,3.0,3.0,1675.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,327700.0,2215.0,False,False,RECENTLY_SOLD,333580.0,True,False,False,USD,USA,20000.0,2178.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
18,44876192,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/25f8402dd6954363d8dac4daf7cd695b-p_e.jpg,True,/homedetails/4702-Shale-Pl-Tampa-FL-33615/44876192_zpid/,SOLD,Sold,"$585,000",$585K,"4702 Shale Pl, Tampa, FL 33615",3.0,2.0,1716.0,False,False,RecentlySold,Unknown Listed By,False,False,True,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,COLDWELL BANKER REALTY,27.982304,-82.57573,RECENTLY_SOLD,Sold 03/04/2024,44876192.0,4702 Shale Pl,33615,Tampa,FL,27.982304,-82.57573,585000.0,1709539200000.0,2.0,3.0,1716.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,585200.0,3800.0,False,False,RECENTLY_SOLD,585000.0,True,False,False,USD,USA,318584.0,0.3044077134986226,acres,False,,1.0,,,,,,,,,,,,,,,,,,,
19,44879680,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/0e7ac648d4ba10d873446b264d019a8e-p_e.jpg,True,/homedetails/5521-Avenue-Du-Soleil-Lutz-FL-33558/44879680_zpid/,SOLD,Sold,"$689,990",$690K,"5521 Avenue Du Soleil, Lutz, FL 33558",3.0,2.0,2275.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,EXP REALTY LLC,28.147743,-82.533424,RECENTLY_SOLD,Sold 03/04/2024,44879680.0,5521 Avenue Du Soleil,33558,Lutz,FL,28.147743,-82.533424,689990.0,1709539200000.0,2.0,3.0,2275.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,690500.0,2999.0,False,False,RECENTLY_SOLD,689990.0,True,False,False,USD,USA,460432.0,8151.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
20,44888302,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/c5419a9b90c1dd43af9ae7ba48826c42-p_e.jpg,True,/homedetails/16211-Country-Crossing-Dr-Tampa-FL-33624/44888302_zpid/,SOLD,Sold,"$485,000",$485K,"16211 Country Crossing Dr, Tampa, FL 33624",3.0,2.0,1643.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,FLORIDA EXECUTIVE REALTY,28.10423,-82.53515,RECENTLY_SOLD,Sold 03/04/2024,44888302.0,16211 Country Crossing Dr,33624,Tampa,FL,28.10423,-82.53515,485000.0,1709539200000.0,2.0,3.0,1643.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,484500.0,2435.0,False,False,RECENTLY_SOLD,485000.0,True,False,False,USD,USA,342425.0,8414.0,sqft,False,,,,,,,,,,,,,,,,,,,,,
21,44897224,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/6e1ef490bc07d6e474c538a925f2dd5f-p_e.jpg,True,/homedetails/3714-Haverhill-Dr-Tampa-FL-33618/44897224_zpid/,SOLD,Sold,"$545,000",$545K,"3714 Haverhill Dr, Tampa, FL 33618",4.0,4.0,2610.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,PREMIER SOTHEBYS INTL REALTY,28.075134,-82.50218,RECENTLY_SOLD,Sold 03/04/2024,44897224.0,3714 Haverhill Dr,33618,Tampa,FL,28.075134,-82.50218,545000.0,1709539200000.0,4.0,4.0,2610.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,540600.0,3699.0,False,False,RECENTLY_SOLD,545000.0,True,False,False,USD,USA,398543.0,0.3202479338842975,acres,False,,,,,,,,,,,,,,,,,,,,,
22,44912801,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/e73c19a50bef3f5d85b8dd768cb5dea6-p_e.jpg,True,/homedetails/9320-N-Arrawana-Ave-Tampa-FL-33618/44912801_zpid/,SOLD,Sold,"$260,000",$260K,"9320 N Arrawana Ave, Tampa, FL 33618",3.0,2.0,1505.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,STELLAR NON-MEMBER OFFICE,28.035797,-82.48692,RECENTLY_SOLD,Sold 03/04/2024,44912801.0,9320 N Arrawana Ave,33618,Tampa,FL,28.035797,-82.48692,260000.0,1709539200000.0,2.0,3.0,1505.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,314600.0,2100.0,False,False,RECENTLY_SOLD,260000.0,True,False,False,USD,USA,232014.0,0.271969696969697,acres,False,,,,,,,,,,,,,,,,,,,,,
23,44926264,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/d2cbc9fedc54921a2db647328f8d8d0c-p_e.jpg,True,/homedetails/5312-Burchette-Rd-Tampa-FL-33647/44926264_zpid/,SOLD,Sold,"$520,000",$520K,"5312 Burchette Rd, Tampa, FL 33647",3.0,2.0,2425.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg,FLORIDA EXECUTIVE REALTY,28.093328,-82.39521,RECENTLY_SOLD,Sold 03/04/2024,44926264.0,5312 Burchette Rd,33647,Tampa,FL,28.093328,-82.39521,520000.0,1709539200000.0,2.0,3.0,2425.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,513300.0,2995.0,False,False,RECENTLY_SOLD,520000.0,True,False,False,USD,USA,514181.0,0.4152433425160698,acres,False,,,,,,,,,,,,,,,,,,,,,
