,zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,imgSrc,hasImage,detailUrl,statusType,statusText,price,priceLabel,address,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,visited,info6String,brokerName,timeOnZillow,latLong.latitude,latLong.longitude,variableData.type,variableData.text,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.dateSold,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.zestimate,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.listing_sub_type.is_FSBA,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.timeOnZillow,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.lotAreaValue,hdpData.homeInfo.lotAreaUnit,hdpData.homeInfo.isShowcaseListing,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.unit,plid,minBeds,minBaths,minArea,lotId,buildingId,isBuilding,canSaveBuilding,unitCount,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceReduction,hdpData.homeInfo.priceChange,buildingName,hdpData.homeInfo.isRentalWithBasePrice,availabilityDate,hdpData.homeInfo.listing_sub_type.is_FSBO,streetViewURL,streetViewMetadataURL,lotAreaString,info3String,hdpData.homeInfo.videoCount
10,,,,https://photos.zillowstatic.com/fp/92abece8e888b56458220842391357ec-p_e.jpg,True,/b/110-sudbury-st-boston-ma-Bt2yds/,SOLD,For Rent,,,"110 Sudbury St, Boston, MA",,,,,,,,,False,,False,False,False,False,,False,,,,157532000,42.362007,-71.059494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1738.0,2507802843.0,42.362007--71.059494,True,False,15.0,,,,,,,,,,,,
11,,,,https://photos.zillowstatic.com/fp/e85170e932d7f997be11d15c898fe7fc-p_e.jpg,True,/b/32-pearl-st-dorchester-ma-96CTW8/,SOLD,For Rent,,,"32 Pearl St, Dorchester, MA",,,,,,,,,False,,False,False,False,False,,False,,,,157532000,42.314754,-71.058624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,990.0,2001501242.0,42.314754--71.058624,True,False,2.0,,,,,,,,,,,,
12,2063630129,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/e0a2a72d5ed324f3237d97fd158e47d5-p_e.jpg,True,/homedetails/175-Marlborough-St-Boston-MA-02116/2063630129_zpid/,SOLD,Sold,$3.90M,$3.90M,"175 Marlborough St, Boston, MA 02116",5.0,4.0,4171.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Jeffrey Hamilton,"Columbus and Over Group, LLC",157532000,42.35283,-71.07979,RECENTLY_SOLD,Sold 03/04/2024,2063630129.0,175 Marlborough St,02116,Boston,MA,42.35283,-71.07979,3900000.0,1709539200000.0,4.0,5.0,4171.0,CONDO,RECENTLY_SOLD,-1.0,False,False,3850300.0,13556.0,,False,False,3900000.0,157532000.0,True,False,False,USD,USA,,,,False,RECENTLY_SOLD,,,,,,,,,,,1705651200000.0,"$100,000 (Jan 19)",-100000.0,,,,,,,,,
13,,,,https://photos.zillowstatic.com/fp/4106ab80ec4d5cf093c403e6b62fe50e-p_e.jpg,True,/b/10-coffey-st-dorchester-ma-5YPC9p/,SOLD,Neponset House,,,"10 Coffey St, Dorchester, MA",,,,,,,,,True,,False,False,False,False,,False,,,,416732000,42.28902,-71.05057,3D_HOME,3D Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,358.0,1005332696.0,42.28902--71.05057,True,False,9.0,,,,Neponset House,,,,,,,,
14,59125874,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/b74515dc41dbb54730275a935f8c7d11-p_e.jpg,True,/homedetails/20-Windham-Rd-Hyde-Park-MA-02136/59125874_zpid/,SOLD,Sold,"$651,000",$651K,"20 Windham Rd, Hyde Park, MA 02136",3.0,2.0,1510.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,David Gordon,Coldwell Banker Realty - Newton,416732000,42.271633,-71.12534,RECENTLY_SOLD,Sold 03/01/2024,59125874.0,20 Windham Rd,02136,Hyde Park,MA,42.271633,-71.12534,651000.0,1709280000000.0,2.0,3.0,1510.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,598700.0,3884.0,,False,False,651000.0,416732000.0,True,False,False,USD,USA,472900.0,5223.0,sqft,False,RECENTLY_SOLD,,,,,,,,,,,,,,,,,,,,,,
15,59146607,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/dcf576d02402449928c49e8a66547887-p_e.jpg,True,/homedetails/55-Bateman-St-Roslindale-MA-02131/59146607_zpid/,SOLD,Sold,"$805,000",$805K,"55 Bateman St, Roslindale, MA 02131",3.0,3.0,1466.0,False,False,RecentlySold,RecentChange,False,True,False,False,True,False,False,,False,False,Eric Rollo,The Agency,416732000,42.271313,-71.13098,RECENTLY_SOLD,Sold 03/01/2024,59146607.0,55 Bateman St,02131,Roslindale,MA,42.271313,-71.13098,805000.0,1709280000000.0,3.0,3.0,1466.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,759500.0,3994.0,,False,False,805000.0,416732000.0,True,False,False,USD,USA,627100.0,5776.0,sqft,False,RECENTLY_SOLD,,,,,,,,,,,,,,,,,,,,,,
16,59151100,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/9653deb2c11baf670b154c11e9af533c-p_e.jpg,True,/homedetails/8-Sanger-St-1-South-Boston-MA-02127/59151100_zpid/,SOLD,Sold,"$636,000",$636K,"8 Sanger St #1, South Boston, MA 02127",2.0,2.0,1081.0,False,False,RecentlySold,Unknown Listed By,False,False,False,False,True,False,False,,False,False,Dynan Team,Seaport Realty Group,416732000,42.331898,-71.04182,RECENTLY_SOLD,Sold 03/01/2024,59151100.0,8 Sanger St #1,02127,South Boston,MA,42.331898,-71.04182,636000.0,1709280000000.0,2.0,2.0,1081.0,CONDO,RECENTLY_SOLD,-1.0,False,False,610600.0,3200.0,,False,False,636000.0,416732000.0,True,False,False,USD,USA,575900.0,1206.0,sqft,False,RECENTLY_SOLD,# 1,,,,,,,,,,,,,,,,,,,,,
17,59151652,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/f9c5b5867edb8daa098732c76019db1d-p_e.jpg,True,/homedetails/40-Mercer-St-South-Boston-MA-02127/59151652_zpid/,SOLD,Sold,"$900,000",$900K,"40 Mercer St, South Boston, MA 02127",2.0,3.0,1670.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,Depend on Dakota Team,Keller Williams Realty,416732000,42.332127,-71.04878,RECENTLY_SOLD,Sold 03/01/2024,59151652.0,40 Mercer St,02127,South Boston,MA,42.332127,-71.04878,900000.0,1709280000000.0,3.0,2.0,1670.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,839200.0,3069.0,,False,False,900000.0,416732000.0,True,False,False,USD,USA,648100.0,1756.0,sqft,False,RECENTLY_SOLD,,,,,,,,,,,,,,,,,,,,,,
18,59159676,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/7e1ec008aba58c487f8bf2a0cc7e50da-p_e.jpg,True,/homedetails/30-Billings-St-West-Roxbury-MA-02132/59159676_zpid/,SOLD,Sold,"$775,000",$775K,"30 Billings St, West Roxbury, MA 02132",4.0,2.0,1854.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,Marika Gaurenszky,Keller Williams Realty,416732000,42.27171,-71.170586,RECENTLY_SOLD,Sold 03/01/2024,59159676.0,30 Billings St,02132,West Roxbury,MA,42.27171,-71.170586,775000.0,1709280000000.0,2.0,4.0,1854.0,SINGLE_FAMILY,RECENTLY_SOLD,-1.0,False,False,756600.0,3699.0,,False,False,775000.0,416732000.0,True,False,False,USD,USA,622300.0,10400.0,sqft,False,RECENTLY_SOLD,,,,,,,,,,,,,,,,,,,,,,
19,59165651,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/8721d512deeb7c0659f88e12e909fa39-p_e.jpg,True,/homedetails/59-Hemenway-St-APT-5-Boston-MA-02115/59165651_zpid/,SOLD,Sold,"$959,000",$959K,"59 Hemenway St APT 5, Boston, MA 02115",3.0,2.0,1360.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,Richard Dolabany,"Boston Heritage Realty, LLC",416732000,42.344933,-71.08987,RECENTLY_SOLD,Sold 03/01/2024,59165651.0,59 Hemenway St APT 5,02115,Boston,MA,42.344933,-71.08987,959000.0,1709280000000.0,2.0,3.0,1360.0,CONDO,RECENTLY_SOLD,-1.0,False,False,964800.0,4999.0,,False,False,959000.0,416732000.0,True,False,False,USD,USA,1098800.0,1360.0,sqft,False,RECENTLY_SOLD,Apt 5,,,,,,,,,,,,,,,,,,,,,
20,,,,https://photos.zillowstatic.com/fp/c4cfa5ac2b3e68a8c8101f31a0456cf4-p_e.jpg,True,/b/33-commercial-wharf-boston-ma-5XjLH8/,SOLD,Commercial Wharf East,,,"33 Commercial Wharf, Boston, MA",,,,,,,,,False,,False,False,False,False,,False,,,,416732000,42.362232,-71.05067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1374.0,1001467347.0,42.362232--71.05067,True,False,2.0,,,,Commercial Wharf East,,,,,,,,
21,59186431,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/bc95b362ac522d718ddca44ae7f6dc96-p_e.jpg,True,/homedetails/97-Dale-St-Roxbury-MA-02119/59186431_zpid/,SOLD,Sold,"$800,000",$800K,"97 Dale St, Roxbury, MA 02119",6.0,3.0,3133.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,David D. Adams Jr.,Vylla Home,416732000,42.322266,-71.08771,RECENTLY_SOLD,Sold 03/01/2024,59186431.0,97 Dale St,02119,Roxbury,MA,42.322266,-71.08771,800000.0,1709280000000.0,3.0,6.0,3133.0,MULTI_FAMILY,RECENTLY_SOLD,-1.0,False,False,,6213.0,,False,False,800000.0,416732000.0,True,False,False,USD,USA,664100.0,3019.0,sqft,False,RECENTLY_SOLD,,,,,,,,,,,,,,,,,,,,,,
22,,,,https://photos.zillowstatic.com/fp/d6f69fce056c6ff82c1ac990755cb075-p_e.jpg,True,/b/1-charles-st-s-boston-ma-5Xj7JL/,SOLD,One Charles,,,"1 Charles St, Boston, MA",,,,,,,,,False,,False,False,False,False,,False,,,,416732000,42.35131,-71.067345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,725.0,1001440995.0,42.35131--71.067345,True,False,2.0,,,,One Charles,,,,,,,,
23,71329918,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/25f3be6ed3c3df37fe3ac96894f67e08-p_e.jpg,True,/homedetails/39-Sullivan-St-3-Boston-MA-02129/71329918_zpid/,SOLD,Sold,"$725,000",$725K,"39 Sullivan St #3, Boston, MA 02129",2.0,2.0,711.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,Melinda Sarkis,Coldwell Banker Realty - Boston,416732000,42.378384,-71.06595,RECENTLY_SOLD,Sold 03/01/2024,71329918.0,39 Sullivan St #3,02129,Boston,MA,42.378384,-71.06595,725000.0,1709280000000.0,2.0,2.0,711.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,737100.0,3599.0,,False,False,725000.0,416732000.0,True,False,False,USD,USA,628900.0,,,False,RECENTLY_SOLD,# 3,,,,,,,,,,,,,,,,,,,,,
24,71333283,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/1e6002ad10a2eacd5298f9682d769498-p_e.jpg,True,/homedetails/132-Williams-St-2-Jamaica-Plain-MA-02130/71333283_zpid/,SOLD,Sold,"$651,000",$651K,"132 Williams St #2, Jamaica Plain, MA 02130",2.0,1.0,947.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,Joe Stallone,J Stallone Realty Group,416732000,42.304363,-71.104904,RECENTLY_SOLD,Sold 03/01/2024,71333283.0,132 Williams St #2,02130,Jamaica Plain,MA,42.304363,-71.104904,651000.0,1709280000000.0,1.0,2.0,947.0,CONDO,RECENTLY_SOLD,-1.0,False,False,582200.0,2814.0,,False,False,651000.0,416732000.0,True,False,False,USD,USA,441900.0,947.0,sqft,False,RECENTLY_SOLD,# 2,,,,,,,,,,,,,,,,,,,,,
25,,,,https://photos.zillowstatic.com/fp/625ac854da22daabbb05d9c69a52eb5d-p_e.jpg,True,/b/621-cummins-hwy-hyde-park-ma-5YtJ5Q/,SOLD,For Rent,,,"621 Cummins Hwy, Hyde Park, MA",,,,,,,,,True,,False,False,False,False,,False,,,,416732000,42.271664,-71.10702,3D_HOME,3D Tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,643.0,1008168062.0,42.271664--71.10702,True,False,2.0,,,,,,,,,,,,
26,,,,https://photos.zillowstatic.com/fp/75131a2b5466e1ed3e1e43de11cb864e-p_e.jpg,True,/b/145-bennington-st-revere-ma-5XnBqd/,SOLD,For Rent,,,"145 Bennington St, Revere, MA",,,,,,,,,False,,False,False,False,False,,False,,,,416732000,42.38667,-71.00688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4kjkmk5v62fev,1.0,1.0,615.0,1001802434.0,42.38667--71.00688,True,False,2.0,,,,,,,,,,,,
27,,,,https://photos.zillowstatic.com/fp/53a51815b5edda3c1622430b864fa49e-p_e.jpg,True,/b/46-henchman-st-boston-ma-96Bj7f/,SOLD,For Rent,,,"46 Henchman St, Boston, MA",,,,,,,,,False,,False,False,False,False,,False,,,,416732000,42.367058,-71.05397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,648.0,2001411451.0,42.367058--71.05397,True,False,2.0,,,,,,,,,,,,
28,,,,https://photos.zillowstatic.com/fp/4f26d71df73537eea1fc11ab2e5eaec7-p_e.jpg,True,/b/echelonseaport-boston-ma-9hpdwN/,SOLD,Echelonseaport,,,"135 Seaport Blvd, Boston, MA",,,,,,,,,False,,False,False,False,False,,False,,,,416732000,42.349976,-71.04353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,532.0,2177994942.0,42.349976--71.04353,True,False,5.0,,,,Echelonseaport,,,,,,,,
29,,,,https://photos.zillowstatic.com/fp/89b197871baf3fed2332859f6c0f46d0-p_e.jpg,True,/b/44-linwood-st-roxbury-ma-96C8TQ/,SOLD,For Rent,,,"44 Linwood St, Roxbury, MA",,,,,,,,,False,,False,False,False,False,,False,,,,416732000,42.32809,-71.09432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1095.0,2001460341.0,42.32809--71.09432,True,False,3.0,,,,,,,,,,,,
30,2054120611,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/b0a9b1c2ffef9e391c926805c94d896e-p_e.jpg,True,/homedetails/5-Rice-St-1-Dorchester-MA-02122/2054120611_zpid/,SOLD,Sold,"$511,800",$512K,"5 Rice St #1, Dorchester, MA 02122",1.0,1.0,615.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,Anne Galvin,Coldwell Banker Realty - Dorchester,416732000,42.286606,-71.04047,RECENTLY_SOLD,Sold 03/01/2024,2054120611.0,5 Rice St #1,02122,Dorchester,MA,42.286606,-71.04047,511800.0,1709280000000.0,1.0,1.0,615.0,CONDO,RECENTLY_SOLD,-1.0,False,False,,,,False,False,511800.0,416732000.0,True,False,False,USD,USA,,,,False,RECENTLY_SOLD,# 1,,,,,,,,,,,,,,,,,,,,,
31,2055261673,RecentlySold,RecentChange,https://photos.zillowstatic.com/fp/d52c455a672374c357fedf949dd809ed-p_e.jpg,True,/homedetails/11-Hadwin-Way-0-Roslindale-MA-02131/2055261673_zpid/,SOLD,Sold,"$620,000",$620K,"11 Hadwin Way #0, Roslindale, MA 02131",3.0,1.0,1398.0,False,False,RecentlySold,RecentChange,False,False,False,False,True,False,False,,False,False,Laura  Gargalowitz,Gibson Sotheby's International Realty,416732000,42.280052,-71.118256,RECENTLY_SOLD,Sold 03/01/2024,2055261673.0,11 Hadwin Way #0,02131,Roslindale,MA,42.280052,-71.118256,620000.0,1709280000000.0,1.0,3.0,1398.0,TOWNHOUSE,RECENTLY_SOLD,-1.0,False,False,,,,False,False,620000.0,416732000.0,True,False,False,USD,USA,,,,False,RECENTLY_SOLD,# 0,,,,,,,,,,,,,,,,,,,,,
